titles,reviews
리틀 포레스트,"힐링이 필요할 땐 이 영화를 보라
이 영화는 소소한 일상 속 우리가 그냥 지나쳤던 행복들을 알려주었다.

김태리의 해맑고 귀여운 모습과 류준열의 미소와 다정함은

겨울이 끝나가는 이 시점에 봄의 따스함이 다가오고 있다는 것을 느끼게 해준다.



영화 안에서 초록빛이 많이 보이고,

흙내음이 물씬 난다.
리뷰 전문 보기 여름과 가장 잘 어울리는 배우가 자신의 강점을 총동원해서 펼쳐내는 무해한 스토리. . 김태리 참 매력있다.. 음식보다도 김태리 보는 맛으로 봄. 더불어 류준열도 이번 영화의 케릭터 좋았다. 청춘에 대한 위로 지루하지만 아름다운 일상. 일본원작을 국내에 아름답게 이식했다."
셰이프 오브 워터: 사랑의 모양,
미션 임파서블: 폴아웃,
겨울왕국 2,"딱 한번만 더 이야기를 손봤다면 꽤 좋았을 플롯인데 아쉽다. “본인의 정체성을 두려워하지 말고 당당해져라”하고 “두려움을 이기는 것은 사랑이다”라는 전편의 주제를 계승하면서도 각자 서로 다른 사람들끼리 부딪히는 갈등을 어떻게 풀어야 하는가 새로운 테마까지 곁들인 메시지는 훌륭하다. 전체적인 구성은 좋다만 전편처럼 이야기의 갈등을 긴장감 있게 고조하고 낮추는 쫀쫀한 전개가 없어서 밋밋하다. <겨울왕국>이 짜릿한 롤러코스터라면 <겨울왕국 2>는 기승전결의 높낮이 없이 그냥 가볍게 웃으면서 타게 되는 회전목마. 아무래도 그 원인은…… 1편은 등장하는 인물들의 수가 이번보다 적었어도 하나하나가 각자 스토리를 예측 못하고 박진감 있게 진행시키는 핵심적인 구심점이 되어주었다. 근데 2편은 엘사와 안나를 제외한 나머지 캐릭터들은 단지 영화의 주제의식을 보여주는 용도일 뿐이지 이야기의 중심을 잡지 못한다. 좀 식상하더라도 관객을 확 끌어 잡아당기는 악역이 하나 있었으면 좋았을 텐데 말이다. 주제가도 조금 아쉽다. 꽤 마음에 드는 노래들이야 이번에도 많다. 그런데 어째 대부분의 노래들이 적재적소한 타이밍에 등장하지 못하고 이상한 데서 튀어나온다는 느낌이 강하다. 전편은 언제 어떤 노래를 넣을지 고민한 흔적이 크게 보이지만 이번엔 “그냥 듣기 좋은 노래 엄청 많이 때려 박으면 되지 뭐”라는 오로지 물량으로 해결하겠다는 생각이 크게 보인다. 렛잇고가 크게 성공했었던 이유는 노래자체가 좋은 것도 있지만 캐릭터의 감정을 잘 보여주기도 하고 <겨울왕국>이란 애니메이션이 말하고자 하는 가장 중요한 논점이 되기도 한 등등 여러모로 음악 외적으로도 좋았다. 그 점을 감독과 제작진이 파악하지 못했다. 무엇보다 크리스토프의 솔로곡은 그냥 뺐어야 한다. 진짜 영화의 분위기와 너무 안 어울린다. 대체 기타연주가 거기서 왜 나와?!?! 물론 그 특유의 올드한 감성의 팝송을 연출하려는 것도 알겠고 웃기려는 의도로 집어넣은 의도도 당연히 캐치했다만 영화가 난잡해지는데 크게 일조했다. 결론은 뭐 그래도 봐서 행복했고 우울함을 잠깐이나마 날려줬으니 크게 불평할 생각은 없다.

한줄평
- 잘 만들었는데 난잡하다"
나이브스 아웃: 글래스 어니언,"아가사크리스티가 되지 못한 라이언존슨
아가사크리스트를 좋아한다. 아주 많이.

어릴적 탐정이 되고 싶다고 생각했었던적도 있었다. 아, 그때는 루팡과 셜록홈즈에 빠져 있을때다. 아가사크리스티는 조금 더 후에 알게 됐다. 당시 내가 본 루팡과 셜록홈즈의 소설들은 굉장히 축약되어진 짧은 단편들 위주로 청소년들 위주의 책이였었던 것 같다. 그리고 어느날 두꺼운 하드커버의 아가사크리스티의 소설을 보게 되고 나서 홈즈와 루팡보다 포와로가 더 좋아졌다.


지금 생각해도 완벽한 서사와 논리로 책의 마지막에 가서야 포와로의 입을 통해 오픈 되는 사건의 전말은 너무 멋지고 화려하기 까지 했다. 그 후로 그녀의 소설들은 수도 없이 영화화 됐지만, 아직까지도 그녀의 소설 만큼 짜릿하고 스릴넘치는 것은 만나지 못했다.


<나이브스 아웃>은 아가사크리스티의 소설을 읽는 것 같기는 했다. 그만큼 복고풍이였고, 사건의 전개와 풀어내는 방식은 그녀의 소설을 그대로 닮아 있었기 때문이다. 그렇지만 활자의 이미지 변환은 활자만큼의 긴장감을 이끌어내지는 못했다. 하긴 어느 영화도 원작을 능가하는 영화는 거의 보지 못했고, 앞으로도 그러한 경우는 쉽게 만날 수 없다는 것은 충분히 알고 있다.


그럼에도 추리 영화라는 타이틀 안에서는 나름의 상상속의 사건의 전말을 능가하는 새로운 사실들에 대한 반전이나 쪼는 맛이 있어야 하는데 그러한 것들에 대한 아쉬움들은 쉽게 포기가 되지 않는다. 이미 많은 원작와 영화들로 인해 그 어떠한 것들도 만족스럽지 못할 수 도 있지 않을까 하는 상상을 하기는 하지만, 그럼에도 여전히 멋진 서사가 있는 영화들은 나오고 있기 때문에 쉽게 포기할 수는 없다.


최근 아가사크리스티의 명작들을 캐네스브래너가 <오리엔트특급살인>과 <나일강의 살인>을 영화로 만들었지만 정말 형편 없었다. 그 영화들에 비한다면 <나이브스 아웃>은 충분히 경쟁력이 있다지만, 결코 만족스러운 추리영화라고 생각되지는 않았다.


<나이브스 아웃 : 글래스어니언>은 <나이브스아웃>의 두번째 이야기다. 나름 전편에서 느껴졌던 고전적인 추리 방식들에 대해 즐거움 보다는 아쉬움이 컸던 부분들에 대한 기대감도 어느정도 있었기 때문에 이번에는 전편보다 조금 더 촘촘하고 조금 더 미스테리 한것들을 상상했지만, 그 상상은 아쉽게도 오래가지 못했다.


두번째 이야기도 비슷하다. 전편의 집이라는 공간을 섬이라는 공간으로 옮겨졌고 전편의 집안과 집안의 사람들에 대한 밀실트릭들은 섬이라는 넓어진 공간에서 벌어지지만, 이야기는 전편보다 허술하다.


이번 역시 추리라는 장르에 초첨을 마췄고 원작이 없는 각본이기 때문에 이야기들의 서사가 그만큼 중요했을 테지만, 라이언존슨은 아가사크리스티가 아니다. 그래서 어느정도는 포기를 하고 보지만, 그럼에도 포와로 같은 주인공 브누아블랑의 추리는 명쾌하지도 않고, 설득력도 많이 떨어진다.


미스테리한 친구의 초청을 받아 외딴 섬으로 초대되면서 시작하는 이야기로, 섬이라는 공간과 주인공인 브누아블랑과 같이 한정적인 등장인물들을 캐릭터 영화로 만들려는 서사는 제법 긴 시간을 할애한다.


캐릭터 영화로써의 이미지를 만들 수 있는 구성임은 분명하고 이야기의 방식 또한 그러하지만, 그럼에도 전혀 캐릭터 영화로 느껴지지 않는 것은 그만큼 매력적으로 다가오는 캐릭터는 없기 때문이다.


초반에 캐릭터들을 소개하는 시간도 적지 않게 할애하지만, 섬으로 들어가면서 서사들은 아무런 소용이 없이 허둥대며 추리를 할 수 있는 떡밥이나 단서들도 너무 단순하고 얉다. 덕분에 브누아블랑의 추리는 재미 없고 오랜만에 등장하는 것이 충분히 반가운 에드워드노튼이지만, 영화속의 빌런으로써의 카리스마도 보여주지 못한다. 그래서 영화는 어느 포인트에서 즐거워하고 재밌어야 하고 통쾌해야 할지 우왕좌왕하게 된다. 이야기가 아쉽다면 배우들의 좋은 연기라고 있다면 어느정도 대체제의 역할로 아쉬움을 희석 시킬 수도 있겠지만, 다니엘크레이그도, 에드워드노튼도, 그 누구도 그 역할이 되지 못한다.


2시간 20분이라는 적지 않은 시간에도 방대한 아가사크리스티의 서사를 제대로 담는 것은 불가능할지도 모르겠다. 그렇지만 영화라는 장르적인 선택에서 소설과는 또 다른 영화적인 매력을 만들었어야 했지만, 아쉽게도 <나이브스아웃 : 글래스어니언>은 그것을 만들지 못했다.


초반에 캐릭터들을 소개와 섬에 대한 설명, 그리고 글래스어니언의 의미로 영화적인 야심을 키우는 라이언존슨은 그 야심을 제대로 담아내지 못할뿐 아니라, 전편의 아쉬움을 다시한번 반복하면서 추리영화라는 즐거움을 무색하게 만든다.


그렇다고 <나이브스 아웃 : 글래스 어니언>이 형편없는 영화라는 이야기는 아니다. 캐네스브래너의 영화들보다는 훨씬 낫고, 그 영화 안에서 보여지는 포와로의 모습보다는 이 영화속의 브누아블랑의 매력이 훨씬 낫다. 그렇지만 추리영화라는 본분에서 풀어내는 이야기의 방식과 캐릭터들의 매력은 전혀 느껴지지 않아서 추리 영화라는 장르적인 선택에 대한 아쉬움은 지울 수는 없을 것 같다.


결국 <나이브스 아웃 : 글래스 어니언>은 형편없는 캐네스브래너의 아가사크리스트 영화에 비교우위를 보이는 것 뿐이고 추리 영화라는, 캐릭터 영화라는 타이틀 안에서는 결코 만족스럽지 못하다.


그럼에도 세번째 이야기는 나올 것 같다. 이야 이렇게 풀어낸다면 박수 처줘야지"
윤희에게,"'눈'처럼 만지면 차갑지만 바라보면 따뜻한 감정, 사랑과 그리움
겨울은 우리의 내면과 가장 솔직하게 만날 수 있는 계절이다. 봄은 향기로운 꽃들에, 여름은 울창한 나무들에, 가을은 알록달록 물든 단풍에 우리의 마음과 생각을 뺏기게 된다. 하지만 ‘겨울’은 다르다. 아무 소리 없이 내려와 차곡차곡 쌓이는 눈과 날카로운 바람은 평소에 우리가 마음속에 가지고만 있었던 외로움과 그리움, 많은 생각들을 조용히 그리고 천천히 꺼낸 다음 다시 짚어준다. <윤희에게>는 이렇게 아프지만 개운한 계절인 ‘겨울’을 다루고 있어서 더욱 깊고 담백하게 마음속으로 다가온 영화이다.
_
<윤희에게>를 보고 난 후, 가장 먼저 떠올리게 된 것은 주인공 윤희가 아닌 ‘눈’이었다. 영화 속 대부분을 차지하고 있는 소재인 ‘눈’은 영화를 보기 전 싱숭생숭하고 건조한 마음을 부드럽고 따뜻하게 만들었다. 영화를 보는 내내 ‘눈’이 마치 ‘그리움’을 시각적으로 나타낸 것이라고 생각했다. 누군가를 향한 그리움, 혹은 사랑은 사실 우리도 모르는 채 마음속으로 불쑥 들어온다. 그리고 소리 없이 마음속을 헤집고 혼란스럽게 한다. 때로는 우리 스스로도 주체 할 수 없는 이 강렬한 감정에 곤란해질 때도 있다. ‘눈’도 마찬가지다. 밤새 소리도 없이 우리 곁에 살포시 내려앉고는, 하얗고 광활한 풍경으로 우리 마음을 놀라게 한다. 그렇게 쌓이고 쌓인 눈은 어느 새인가 모르게 뭉쳐지고 딱딱해져 길을 막아 우리를 곤란하게 하고, 쉽게 처치할 수 없다. ‘눈이 언제쯤 그치려나?’라는 대사에 이렇게 대답하고 싶었다. ‘사랑이나 그리움은 영원히 마음속에서 그치지 않죠, 우리는 누군가에 대한 그리움으로 버티고 사는걸요.’
_
또한, 영화 속 중요한 장치는 바로 ‘기차’와 ‘편지’이다. 기차와 편지의 공통점은 무엇일까. 바로 누군가와 ‘연결’해주는 매개체 역할을 한다. 우리는 누군가를 만나러 갈 때, 만나고 돌아올 때 그 설레고 아쉬웠던 감정들을 ‘기차’라는 수단 자체에 담는다. 그리고 누군가를 향한 마음을 꼭꼭 담아 전하고 보내는 그 두근거림, 답장을 기다리는 초조함, 답장을 받았을 때의 행복 또한 우체국, 편지지, 편지 세 가지 모두에 담는다. 그 후에 우리 곁으로 어떤 기차가 지나가거나 우연히 어떤 우체국이나 우체통 앞으로 지나갈 때, 아무리 많은 시간이 흘렀어도 그 감정은 다시 폭풍처럼 되살아난다. 다시 말해, 몸이 떨어져 있어도 혹은 기억이 잠시 멈춰있어도, 그 순간을 시작으로 우리는 그 상대방과 길고 긴 줄로 연결되어 있다는 것이다. 그 줄은 영원히 끊어지지 않는다. 그 감정의 진실함만큼.
_
보통 ‘그리움’이라고 하면 슬프고 우울한, 다소 어두운 감정이라고 많이 생각한다. 하지만, <윤희에게>는 ‘그리움’이라는 감정을 따뜻하고 아름답게 그려냈다. 지금은 만날 수 없어도 언젠가는 만날 수 있다는 희망은 우리에게 앞으로 나아 갈 용기를 준다. 때로는 그 희망 자체가 꿈이 되기도 한다. 그렇게 하루하루를 살아가면서 우리의 마음은 단단해지고, 더 성장하게 된다. 더 이상 ‘그리움’은 어둡고 무서운 감정이 아니다. 내리는 눈처럼, 만지면 차갑지만, 바라보면 따뜻하고 부드러운 감정이랄까.
_
배우 분들의 연기도 잔잔하면서 힘이 있었다. 김희애 배우는 대사가 그렇게 많이 있지 않았지만 눈빛과 행동 하나하나에 묘하고 슬픈 분위기가 스며들어 있다. 윤희가 거리를 걷는 모습만 보아도 괜히 마음이 울컥해지는 것은 그만큼 캐릭터에 대한 고민과 분석이 뛰어났다는 뜻이라고 생각한다. 김소혜 배우와 성유빈 배우만의 순수하고 맑은 연기는 영화를 이끌어가는 또 다른 축이 되었다. 보는 내내 따뜻하고 흐뭇한 미소가 지어졌다. 영화가 끝나고, 윤희뿐만 아니라 새봄이와 경수의 이야기도 너무 궁금했다. 그만큼 좋은 연기였다고 생각했다. 두고두고 생각날 것 같은 배우들이다.
_
<윤희에게>는 올 한해를 마무리하기 좋은, 따뜻하고 먹먹해지는 영화라고 생각한다. 사랑뿐만 아니라 가족의 소중함, 겨울의 포근함을 모두 담았기 때문에 연인, 가족, 친구 모두와 함께 보아도 손색없는 겨울 로드무비이다. <기생충>에 이은 올해 가장 좋았던 한국영화다."
타오르는 여인의 초상,"사랑으로 점차 채색되는 러브스토리
사랑으로 점차 채색되는 러브스토리 타오르는 여인의 초상

이 영화를 보고 떠오르는 영화가 하나 있다.
아주 예전에 보았던.. 풍성한 드레스를 입고 회색빛 바다 너머를 응시하던
모녀를 떠올리게 하는 명화같은 작품 제인챔피온의 피아노

너무나 오랜시간이 지났지만 신비로운 분위기는 사진전 속의 사진 같기도 하고
화가가 그린 유화같기도 했다. 무언가를 기억할때 이미지로 기억에 저장하는 나에게는
특유의 아름다움이 중요한데 타오르는 여인의 초상 을 보고 오랫만에
그런 종류의 두근거림을 느낄 수 있었기에 감사한 마음.

초상화를 그리는 화가 마리안느(노에미 멜랑)는
원치 않는 결혼을 앞둔 귀족 아가씨 엘로이즈(아델 에넬)의 결혼 초상화 의뢰를 받는다.
엘로이즈 모르게 그림을 완성해야 하는 마리안느는 비밀스럽게 그녀를 관찰하며
알 수 없는 묘한 감정의 기류에 휩싸이게 된다.

묘한 감정으로 그들은 만남이 더해질 수록 그림처럼 채색된다.
보색인 붉은색과 녹색이 어느순간부터인가 선명하게 찬란해지고,
무표정하던 여인의 얼굴에는 표정이 생기기 시작한다.

구구절절한 말보다 물끄러미 응시하는 눈빛에 더 많은 것을
느낄 때가 있다고 믿기에,
애틋함이 차올랐던 아름다운 영화 타오르는 여인의 초상 누군가의 초상을 그린다는 건, 그 사람의 사소한 표정, 몸짓, 순간순간의 마음과 생각을 관찰하고 온전히 느끼고서야, 그리고 그 모두를 기억하고서야 행할 수 있는 사랑과 같다."
독전,"""믿음에 대해 끊임없이 의심하며 홀로 싸워나간다""
기분탓인지 보는 내내 여러모로 '불한당'을 연상케한다. 범죄 장르, 한 목적 아래 엮인 두 남자의 공존, 세련된 영상미와 연출력이 그렇다. 비슷하면서도 스토리나 인물관계 측면에선 '독전'이 깔끔하다고 느껴졌다.

여기 나오는 배우들이야 다 연기 면에선 흠잡을 데 없는데, 그중 돋보이는 두 명의 인물이 있는데 류준열과 김주혁이다. 시종일관 무표정과 감정없는 대사로 혼란을 유발하는 영락을 연기하는 모습을 보고, 이 배우가 이 정도였나 느꼈다. 그리고 짧은 분량임에도 가장 강한 인상으로 끼친 김주혁을 보며, 이 뛰어난 배우를 더이상 볼 수 없다는 점 때문에 매우 슬펐다('흥부'를 기억 속에서 완전히 지웠다).

P.S: '독전'을 통해 놀란 점이 있다면, 이 영화가 어떻게 15세 관람가를 받았냐는 것. 폭력과 유혈 낭자는 기본이고, 마약은 이 영화의 메인스트림인데 청불이 아닌 15세인 점은 영화 흥행에 있어 다행인걸까.

-2018년 5월 15일 '독전' 언론/배급 시사회 관람-
리뷰 전문 보기 서사보다 캐릭터들이 더 매력적이다. 강약중강약이 아니고 강강강강강으로 가는 감정과잉 캐릭터들이 너무 많아서 지친다. 연기와 스타일을 제외한 나머지는 전부 어중간하다 한국에서 마약 범죄를 주제로 다룬 영화 중 가장 대표적이라고 할 수 있지 않을까. 류준열의 리즈, 조진웅의 연기 차력쇼... 신뢰와 불신 속에 싹트는 유대 같은 것들도."
더 메뉴,"가치의 우선순위가 바뀌는 행태 혹은 세태 자체를 꼬집는 풍자극이자 스릴러
이것은 격조와 품위를 갖춘 '파인 다이닝'과 어디서나 흔하게 먹을 수 있는 값싼 '치즈버거' 사이의 우열을 논하는 이야기가 아니라, 순간을 즐기고 요리의 감각을 음미하는 대신 식재료 지식이나 정치, 평판 등을 앞세우느라 가치의 우선순위가 바뀌는 행태 혹은 세태 자체를 꼬집는 풍자극이자 스릴러에 가깝겠다.
⠀
영화 <더 메뉴>(2022)의 많은 요소들은 공간적 배경을 외부와 사실상 차단된 섬으로 설정한 것에서부터 가능한데, 공간만이 아니라 인물의 범주에 제약을 두는 측면에서도 이 기획은 잘 만들어졌다. (애덤 맥케이와 윌 페렐이 제작자(produced by)로 이름을 올릴 만한 기획으로 손색없다) 특히 얼핏 별 다른 특징 없어 보이는 인물들에게서 점차 드러나는 과거사와 그로부터 빚어지는 크고 작은 반전 등은 점차 층위를 높여갈수록 반전을 위한 반전 내지는 그저 결말로 향하기 위한 편의적인 전개가 되기 쉬운데 <더 메뉴>는 그것들을 대부분 피해 간다.
⠀
특히 일정한 주기로 박수를 치는 '셰프'의 행동이나 손님들을 대하는 직원들의 표정과 말투 등은 거의 아리 에스터나 조던 필 영화 속 어떤 순간들을 떠올리게 만들 만큼, <더 메뉴>는 스릴러의 본연에 '매 순간' 소홀하지 않다. 순간을 온전히 만끽하지 못하는 모습에 대한 사회적 코멘터리로서 '매 순간'을 기능하면서도, 이 영화의 메뉴는 잘 설계된 코스의 외양을 하고 있다. 그러면서도 스스로를 포장하려 하기보다는 관객이 그것으로 입을 닦거나 혹은 구겨버리더라도 개의치 않는 듯한 이야기라고 해야 할는지. 107분의 짧은 상영시간 속 랄프 파인즈, 안야 테일러 조이 등 출연진의 팽팽한 연기도 <더 메뉴>를 더 즐기게 하는 훌륭한 '식재료'가 된다.
리뷰 전문 보기"
중경삼림,"21-007 이 영화가 명작인 점은 아직 느끼지 못 했지만, 특유의 감성은 언제나 좋다. '몽중인'을 들으며 아무 장면을 틀어도 그 느낌이 좋을 듯.
1. 한 2년 전 쯤, 작은 화면으로 보았던 영화이다. 유명한 작품이여서, 사전 조사 없이 보았었는데, 굉장히 졸면서 보았던 기억이 난다. 특유의 느낌이 느껴지기는 했지만, 그것이 전부 같은 영화였다. 개인적으로는 과대 평가되었다고 느꼈던 작품이었다. 이러한 생각은 시간이 지나면서 조금씩 바뀌었다. 특유의 분위기가 잔상처럼 머리에 맴돌았기 때문이다. 작은 화면으로 봐서, 혹은 내가 집중을 못 해서 영화의 진가를 몰라본 것이 아닐까 생각도 하였다. 특히 영화 삽입곡 '몽중인(夢中人)'의 분위기가 너무 좋아서, 다시금 보고 싶다는 생각을 늘 할 수밖에 없었다. 중국 영화 관련 수업 레포트를 이 작품으로 작성할 정도로.

2. 왕가위 특별전이 진행되었던 까닭에 <중경삼림>을 큰 화면으로 다시 볼 기회를 갖게 되었다. 큰 화면으로 보니, 작품 특유의 분위기가 더욱 강하게 다가오는 느낌을 받았다. '스텝프린팅' 기법 등 다양한 연출 기법이 많이 사용된 첫 번째 파트가 더욱 그렇게 느껴졌다. 음악과 함께, 당시 홍콩의 분위기를 맘껏 느낄 수 있었다.

3. 하지만, 이번 관람에서도 그 이상의 느낌을 받지는 못 하였다. 이 영화를 혹평하는 여러 이들이 이야기 하듯, <중경삼림>은 큰 스토리를 가지고 있지 않아서 장시간 몰입하기 힘들었다. 2번째 파트에서 '페이'가 '633'의 집을 청소하는 장면은 굉장히 낭만적으로 느껴졌지만, 시대가 달라서인지 약간의 불편함도 느껴졌다. '몽중인'을 큰 사운드로 들으면서, 큰 화면으로 장면들을 보는 것은 좋았지만, 그 뿐이었다.

4. 집에 와서 '몽중인'을 듣기 위해 유튜브에서 영화의 장면들을 이용한 뮤직비디오를 감상하였다. 영화에는 만족하지 못 하였지만, 뮤직비디오를 보니 또 이 영화가 괜찮지 않을까 하는 생각이 든다. 감각적이고 낭만적인 이 영화는, 아무래도 특유의 강렬한 낭만성 때문에 기억 속에서는 느낌 있게 기억되는 것이 아닐까.


- 과거 한줄평

18-045 하늘을 붕붕 나는 것 같은 분위기. 미쟝센과 분위기만으로 사람의 마음을 간지럽히는 영화.
- 왓챠 플레이 에서(180405, 1회차)

https://m.blog.naver.com/s06d12/221791983488
리뷰 전문 보기 남자들이 이별하고 전연인 그리워 하며 괴로워하고,사소한것 하나하나에 의미부여하는것은 만국공통인가보다 만년 동안 사랑하고 싶은 영화 거리 위에 스쳐가는 사람들 중 누군가는 이 외로움을 달래줄 수 있을까. 어떤 영화는 온몸으로 느껴야 이해되는 영화들이 있다."
애드 아스트라,".
우리들은 어쩌면, 한 평생 없는 것만 찾고 있는 것은 보지 않는 순환의 굴레 속에서 살아가는 것이 아닐까.
-
과학적 사실을 중점으로 다룬 영화라기보다는, 자기 자신 외에 아무도 없고 가진 것도 없는 상황 속 인간의 모습을 보여주는데 중점을 둔 것 같다.
-
브래드피트에 연기는 압권. 중간중간 스릴러적인 요소들 역시 좋았음. #🧑‍🚀 지적 생명체 하나없이 넓기만한 우주보다, 짐을 서로 나눌 수 있는 이곳이 난 좋아. <그래비티>와 <트리 오브 라이프>의 만남? 어쩌면 우주는 졸라 크기만하지, 보잘것 없는 나의 현생보다 무의미할지도."
주토피아,"동물 우화를 다시 한번 패러디해서 현대 사회에서 야만성은 절대 용납될 수 없음을 재확인한다. 하지만 야만으로 돌아가는 원인이 외부적이라는 생각은 위험하다. 현실에서 야만은 개인의 선택이다. 때문에 잠재적 가해자는 편견이 아니라 실존하는 가능성이다. 주디를 차별없이 형사로 만들어준 것이 법규이듯이, 야만성을 가둘 수 있는 것도 법규일 수밖에 없다. . try everything! 다시 찾아온 디즈니 애니메이션 전성기 (디즈니 리바이벌)의 피크. 너무도 넓고 다양한 세상이라는 걸 인지하면 비로소 보이는 것들. 두 캐릭터의 서사와 케미도 좋고 세계관에 대한 아이디어도 기발하다. 게다가 마지막까지 긴장감 넘치는 스토리는 그 자체로 충분히 재미있다 현실보다 현실적인 우화 동물들 개성을 잘 살린 영화"
비긴 어게인,"음악과 이야기가 만났을 때, 어떻게해야 이 둘이 이상적인 조화를 이룰 수 있는지에 대한 해답을 제시해주는 영화. 초반 아직은 수수한 그레타의 노래에 댄의 상상력이 더해져 세션이 하나 둘씩 완성되가는 씬이 특히 백미.
다만 OST들이 너무나도 환상적이다보니 다소 담백하고 투박한 매력이 있었던 전작 원스와 비교할 때 '보는 맛'을 상대적으로 잡아먹은 느낌이라 좀 아쉽게 느껴진다. 역시 명랑한 음악은 존 카니에게! 라라랜드의 팝 버전? 잔잔하게 소소하게 이쁜 영화. 너두할수있어 다시 시작해라고 말해주는 영화 길 잃고 헤매는 별이어도 다시 빛날 수 있어. Once는 단 한 번 뿐인 기적이었고 again은 없었다. CGV 강변에서."
라이프 오브 파이,"“믿음과 이성만 있다면 어디든 갈 수 있어”
라이프 오브 파이.
영상미가 뛰어나다는 칭찬을 주변에서 많이 들었고,
보면서도 영화관의 큰 화면으로 봤어야 한다는 아쉬움이
실제로 들었다.

신에 대한 믿음으로 정신력을 붙잡고,
아버지가 알려준 이성으로 생존력을 붙잡는다.

그 순간의 삶의 목적이 호랑이에게 밥을 주는 거라는 것에
이러한 긍정적인 마음이 대단하다 느꼈다.

마지막 어떻게 설명한 이야기가 더 좋냐는 질문이다.

동물을 이용하여 ‘우화’처럼 설명하면 사회의 풍자와
낭만적이면서도 판타지스러움을 드러내고
간접적으로 이해할 수 있지만

주방장과 동시에 사람을 등장시키면 직접적인 설명과
적나라한 인간의 이기적인 면모를 볼 수 있다는 것인데

무엇이 더 마음에 들었을지는 관객의 몫에 달렸다. 신의 존재도 믿음의 문제죠' 지금이라도 봐서 너무 다행이다 용산cgv 4dx3d"
신세계,"다시 쌈마이 영화다. 검은 양복의 덩치들이 온갖 욕설로 도배를 하고 있는 '조폭 영화' 말이다. 정말로 이 조폭의 이야기가 이렇게 많이 나오는 것은 정말로 그들만의 세계에서는 많은 일들이 벌어지는 곳이구나 하는 생각은 들지만, 이런 이야기들을 또 다시 스크린에서 만난다는건 그리 반가운 일은 아니다.

그래서 <신세계>가 반가운 이유는 한가지다. 최민식, 황정민. 이라는 배우들의 조합이다. (물론, 이정재는 전혀 기대되지 않는다. 아니, 그 둘의 조합에 엄한 사람이 끼여서 그 둘을 망쳐놓지 않을까 살짝 걱정이 좀 되는 케이스다) 누구도 섣불을 것 같지 않은 내공의 두 배우들은 - 최근에 작품 선택에 좀 아쉬운 '황정민'이기는 하지만 - 내용만 볼때 자기 옷들을 '제대로' 입은 것 같다.

<신세계>는 전형적인 조폭 영화 이지만, 전형적인 남성 영화 이기도 하다. 그것도 전혀 쉴틈없이 촘촘하게 오직 한길로만 직진하는 돌직구 같은 영화다. (여성들에게는 부담이 될 수 도 있다)

정말 많은 조폭영화가 떠오르고, 여러 장면들은 오마쥬를 떠나 카피 수준이라도 해도 큰 문제 될 것이 없을 것 같은 영화지만 이야기를 끌고 가는 힘은 분명히 느껴진다. 첫 장면부터 잔인하게 시작하는 140분 간의 이야기는 그동안 수없이 봐왔던 쌈마이 이야기지만 지루하거나 지겹지는 않다.


각본가로 더 유명한 감독은 자신의 각본에서 써왔던 장치들을 어느 때는 고스란히 가져오고 어느 때는 살짝 비틀기도 하지만 결국 어렵지 않게 예상되는 이야기속에서 황정민과 최민식 두 배우의 살아있는 입체적인 캐릭터가 영화의 중심을 잡아 준다. 특히 물 만난 고기 마냥 팔딱거리면서 오랜만에 제 모습을 연기하는 황정민이 반갑다.

<신세계>는 다른 쌈마이 영화 처럼 많은 폭력장면이 나오는 것은 아니지만, 그 어떤 영화보다 잔인하게 느껴진다. 피비린내 나는 칼부림 보다 어쩔 수 없는 상황들이 훨씬 잔인하게 느껴진다. 그 상황들을 만드는 경찰의 모습을 보고 있으면, 과연 누가 조폭이고 누가 경찰일까를 고민하게 된다.

충분히 웰메이드한 영화 이고 상업영화 연장선에서도 충분히 경쟁력있는 작품이다. 역시나 걱정스러웠던 이정재의 캐릭터를 다른 배우가 했으면 어땠을까 하는 아쉬움은 여전히 남는다. 몰입도와 연기력만으로 충분히 표현한 신세계 브로맨스를 제대로 입은 미친 느와르 이 길 끝에서 나를 기다리는 것은. 답습과 한계"
신비한 동물사전, 진짜 조앤.k.rolling 작가님은 무슨 생각을 하시길래 이렇게 명작을 낼 수 있을까요 동물들도 너무 신기하고 재미있습니다 항상 캐릭터도 독보적이고 예측불허라서 감탄합니다 신비한 동물 사전이 어떻게 해리포터 시리즈냐 영국 특유의 판타지소설의 개성이 살아 숨쉬는 작품 <해리포터> 세계를 다시 보는 감격. 해리포터 세계의 확장이라는 사실만으로 별 한 개는 깔고 시작. 조앤롤링을 상상력대장으로 인정합니다♥ 최고재밌당 난 해리포터 시리즈를 그렇게 좋아하진 않지만 좋아하는 사람들은 볼 수 밖에 없을 듯..
