titles,reviews
금의 나라 물의 나라," 천일야화와 동화가 만난 줄 알았는데, 로맨스가 만났다. 위대한 사랑은 연인을 위해서 천년만년을 설계하게 한다. 로맨스는 덤이고 숨겨진 메시지는 반전 메시지. .
유치하다. 국가 설정은 현실감 보다는 그저 신비로운 이국의 이미지만 가져다썼고 정치 싸움은 애들 장난 같다. 주연간의 오해도 그저 여주를 멍청하게 만들어서 만든 오해다.
다만 전개는 엄청 빠르고 유치한데 아예 다 유치해서 오히려 괜찮았다. 이해하기 쉽고 캐릭터가 귀엽다. ㅋㅋㅋㅋ

23.11.17 롯데시네마 부산본점 보고나면 기분 좋아지는 작품인데 뭔가 허전해진다. 국경을 초월한 판타지 로맨스, 사라 공주와 강아지와 고양이가 아주 귀엽다. 크게 감흥을 느낄 것도 없지만 이야기가 둥글둥글해서 좋다 사랑한다면 그 무엇도 초월할 수 있어.
옛날 옛적 물은 많지만 전체적으로 빈약한 물의 나라 바이카리와 전체적으로 풍요롭지만 물이 바닥날 위기인 금의 나라 알하미트가 있었습니다. 어이없게도 동물들이 두 나라를 사이를 두고 볼일을 보고 뒷처리 문제로 싸우게 되었죠. 겨우겨우 두 번째 전쟁에서 휴전한 두 나라는 휴전조건으로 바이카리는 지식인 신랑, 알하미트는 공주를 보내 혼래시키기로 합니다. 하지만 바이카리는 강아지를, 알하미트는 고양이를 보내 서로 약속을 어기게 되죠. 아무것도 모르는 상태에서 알하미트 서열 93위 왕녀 사라는 얼떨결에 바이카리를 침범하다 바이카리의 가난한 학자 나란바야르를 만나게 됩니다. 알하미트는 배우 출신의 좌대신 살라딘과 왕의 전용 안마사 우대신 피리팟파의 대립으로 싸우는 상황이며 바이카리는 족장 우두니가 나란바야르의 집에 갑작스러운 방문으로 신부가 필요한 상황. 희롱에 가까운 테스트와 질문을 이겨내고 두 사람은 부부가 되기로 합니다. 하지만 당분간만이죠. 그러나 서로 떨어지면서 무사한지 근심만 가득합니다. 그렇습니다. 그렇게 그들은 서로를 사랑하고 있었지요.

물의 나라의 가난한 학자와 금의 나라 서열 순위 꼴지의 공주가 위기를 극복하는 이야기. 달달한 사랑이야기와 전쟁고조의 위기가 적당히 섞였죠. 편견과 정치 이야기도 섞여있는 흥미로운 애니메이션입니다. 알콩달콩 사랑이야기 만큼이나 재미있는 상황이 정치 암투인데 공주 서열 1위의 레오폴디네의 첩인 살라딘이 고지식할 것이란 편견과 달리 나란바야르의 충고에 스마트해지는 모습을 보이죠. 나란바야르는 똑똑하지만 가난한 서민이라는 핸디캡이 있는 반면 사라는 공주지만 서열이 매우 낮고 일반적인 공주들의 외모와 달리 통통한 외모로 비아냥을 받지요. 하지만 두 사람은 그 편견의 핸디캡을 슬기롭게 이겨내지요. 이는 금의 나라 라스타반 3세에게도 신선한 충격으로 다가오게 되었죠. 이야기는 해피엔딩. 하지만 단순한 애니로 생각하기엔 우화같고 풍자처럼 보입니다. 말도 안되는 이데올로기로 전쟁을 치루는 국가들이 많은 점은 생각해 볼 문제죠. 이스라엘과 팔레스타인으로 대입해도 이상하지 않을 이야기죠. 이와모토 나오 원작의 로맨스 만화지만 단순히 로맨스 만화로만 볼 수 없는 이유죠. 금의 나라 물의 나라 간단 후기
1.영화의 오프닝을 보면서 미셸 오셀로 감독의 작품들이 떠올랐습니다.
영화의 수미쌍관으로 작동하는 형태도 좋았고 전반적으로 드라마가 탁월했던 작품이었습니다.

2.아이보다는 어른을 위한 동화네요. 익숙한 소재와 주제의식이지만 캐릭터들이 좋고 구성이 재밌는 작품이었습니다.
정말 다양한 캐릭터들이 향연이라 보는 재미가 풍성했습니다.

3.전형적인 천일야화의 구성을 채우는 작화와 캐릭터의 조화가 매끄럽고 OST도 풍성해서 편안하게 볼수 있는 좋은 영화였습니다.
올해는 수작 일본영화가 많아서 좀 신기할 정도네요.

4.정치라는 매개체가 얼마나 인간의 삶을 지배하는지, 권력의 흐름과 성향이 어떤 상황을 마주하게 하는지를 담백한 작화와 풍성한 색감으로 조율해 동화체로 전달하는 방식이 가장 맘에 들었습니다.

금의 나라 물의 나라 저는 참 좋았습니다. 미움오해의 창끝을 사랑이담긴 평화로 연마 소중한 사람을 향한 마음이 내면의 강을 노을빛으로 아름답게 물들이다.
영화 <금의 나라 물의 나라>를 관람하였다.

2017년에 일본에서 '이 만화가 대단하다! - 여성 편 1위'를
한 작품을 원작으로 하고 있다.

국경을 맞댄 채 살아가는 두 나라인 '알하미트'와 '바이카르'가
무대이다.

역사적으로 여러 차례 전쟁을 할 만큼 사이가
좋지 않은 나라들인데,

오래전 과거의 두 정상이 약속을 한다.
바이카르는 알하미트에 지식을 갖춘 남자를 사위로 보내고
알하미트는 최고의 미녀를 바이카르에 시집보내는 것인데

바이카르는 알하미트에 강아지를 보내고,
알하미트는 바이카르에 고양이를 보낸다.

여주인공인 '사라'는 알하미트의 93번째 왕녀로
소심하지만 따뜻한 마음씨를 가졌다.

남주인공은 '나얀바야르'로 바이카르 시골에 거주 중인
똑똑한 청년이다.

이 두 주인공이 정략결혼 대상자라
각각 강아지와 고양이를 결혼 상대라고 받게 되었는데,

사실이 알려지면 두 나라에 전쟁의 위기가 찾아올게 뻔해
서로에게 가짜 결혼상대가 돼주며 벌어지는 이야기를 하고 있다.

이런 이야기들을 최근 <장송의 프리렌>으로 좋은 작화를
보여주고 있는 '매드하우스'가 제작하여 안정적인 작화,

그리고 순수하고 포근한 그림체 그대로를 살린 따뜻한
비주얼 속에서 전개되고

<바이올렛 에버가든>, <나의 행복한 결혼>, <장송의 프리렌> 등
항상 감성적인 음악을 들려주는 'EvanCall'이 작곡한 선율이
받쳐줘서

마음이 한껏 몽글몽글 하게 관람할 수 있었다.

그리고 두 주인공의 목소리 연기도 좋았는데,

'카쿠 켄토'는 다정하고 사라를 늘 생각하며
두 나라를 위한 일을 도모해 나가는 '나얀바야르'역을
잘 수행해 주었고

일본 청춘 여배우중 최정상에 위치한 '하마베 미나미'는
소심하지만 그 누구보다 따뜻한 마음을 가진 '사라' 역을
잘 소화했다.

하마베 미나미는 만화를 좋아한다고 이야기했어서 그런지
잘 모르고 들으면 전문 성우가 연기했다고 생각할 정도로
목소리 연기가 정말 좋았다!

자극적이지 않고 건강하게 마음을 따뜻하게 만드는 작품들이
다시 관심을 얻으면서
이런 좋은 작품이 제작되어 극장에서 관람할 수 있어서 기뻤다.

<금의 나라 물의 나라>는

소중한 사람을 향한 마음이 내면의 강 위에 노을빛으로
아름답게 물들이는

그런 영화였다.

----------------------------------------------------------------------------------------------
■ 화면 비율 : 2.35:1
[1회차 : 롯데시네마 영등포 4관 - 2023. 11. 16]
---------------------------------------------------------------------------------------------- 금의 나라 물의 나라
수천년간 지속된 이웃나라 간의 싸움을 종식시키고 100년 동안 서로간에 평화를 위해 신랑과 신부를 맞교환하기로 했던 금의 나라와 물의 나라에서 각각의 나라에 신부와 신랑으로 보낸것이 개와 고양이였다..겉으론 평화를 주장하고 있지만 서로 끝끝내 앙숙이었던 두 나라.
.
금의 나라의 공주 사라와 물의 나라의 건축가 나란바야르 이 두 사람이 서로의 개와 고양이 덕분에(?) 만나게 되어 가짜 신랑 가짜 신부의 역할을 하게 되고...
.
정말로 앙숙관계를 끝내게 할 묘책을 나란바야르가 만들게 된다.
.
운명이란게 이런걸까?
처음엔 그저 이웃나라 사람인줄만 알았는데 알고보니 부부가 될 운명이었다니..
.
역시나 두 나라가 앙숙이 되는데는 피리파파 같은 나쁜 신하가 있었기 때문이었는데..
.
현실에서도 이런 피리파파 같은 사람들 때문에 지도자들의 혜안이 묻히는건 아닌지...
.
애니메이션이지만 많은 생각을 하게 했던 작품이었다.
."
"가라, 아이야, 가라",
파라노말 액티비티 2," 동일한 패턴은 1편이면 충분 흠칫 놀라고 말았다. 1편 복붙 무엇을 예상했든, 빗나가게 재미없을 것이다. 전편의 영광에 숟가락 한 번 더 얹은 꼴. 2022.03.22 넷플릭스 관람 1편처럼 주로 사운드를 이용해 공포감을 주는 것은 똑같지만 여전히 무서운 것도 똑같았다 멍멍이 불쌍해지는편 원체 공포영화 잘 못보는데 깜짝깜짝 놀라면서도 잘본작품 전작보다 덜한 임팩트"
빌리 린스 롱 하프타임 워크," 참전용사가 살아 가고 있는 삶의 하프타임이 지나친 애국주의와 부족한 공감으로 제 색깔을 찾지 못한다.
참전용사가 살아 가고 있는 삶의 하프타임이 지나친 애국주의와 부족한 공감으로 제 색깔을 찾지 못한다. 이라크전이라는 진짜 전쟁에서 잠깐 현실로 복귀하여 방황하고 있는 한 군인의 인생이 나름의 흥미를 쥐어주지만, 전형적인 애국주의와 연출법을 통해 의미없이 소모되어버렸다. 전쟁의 참상을 보여주는 과거와 현실의 교차편집 역시 어떤 메시지를 던지지 못하는 지지부진한 모양새. 감독과 배우들의 이름값과 전혀 어울리지 않는 이 평범하고 따분한 하프타임이 어떤 논제를 던질 수 있을까? decorated hero: 훌륭한(훈장 받은) 영웅 혹은 꾸며진 영웅
영화 내내 카메라를 빤히 바라보는 숏들이 등장한다. 하지만 영화 속의 사람들은 브라보 팀을 똑바로(제대로) 바라보지 않는다. 저마다 각자가 원하는 군인상, 영웅상을 투영할 뿐이다. 빌리와 만난 게 운명 같다던 페이즌도 빌리의 진짜 고통을 보지 않고 훌륭한 영웅으로만 본다.

전쟁을 원하지만 전장은 싫어하는 사람들이 일으킨 전쟁 때문에 전장으로 내몰린, 한 명의 인간이 아니라 영웅의 이미지를 원하는 사람들 때문에 시달리는, 하지만 결국 전장을 그리워하게 되는 젊은이들의 심리 묘사가 인상적이다. 특히 컬러를 표현해 빌리의 상상, 망상을 표현하는 장면들이 아주 마음에 든다.
앞에 언급한 카메라를 빤히 바라보는 숏은 굉장히 어색했다. 하지만 영화 후반 쉬룸의 허망한 표정이 그 구도로 잡힐 때, 그런 선택을 한 이유를 조금이나마 짐작했다. 전쟁의 허무함을 직접 목격한 것 같은 장면이었다. 명작이라고까진 못해도 꽤 재밌게 볼 수 있는 수작. 이안의 이름값을 생각하면 약간은 아쉬울 수 있겠지만 함부로 매도해도 될 작품은 아님 일관성마저 잃은 사족들이 너무 많다. .
빌리 린의 전쟁 같은 하루. 결국 하루도 떠난 적 없던, 고향 집 같은 전장. (What else is there?) (Sometimes nothing is better than something) (The bullet’s already been fired.) 19.09.25. 집. PC. 내가 알던 이안감독 영화 맞나 싶네... 도저히 몰입할 수 없는 무매력의 이야기... 2020.08.29"
아톰 새로운 시작," 이 정도면 선방한 귀환한 아톰. 추억 속의 아톰과 이질감이 크넴... 아톰의 몰락, 혹은 추락. 유치하지만 유쾌 09년 기준으로 봤을때도 훌륭한 작품 현재 시점에도 아톰의 분위기를 주기엔 좋았다 아이들이 시점에선 매우 재밌을듯"
엠마," 제인 오스틴의 영화, 드라마화한 작품 중에 최애. 기네스 펠트로의 리즈시절 작품. 해리엇을 갖고 노네 오만과 편견을 혼자 맡아서 다 하는 .
오랫만에 다시 본 엠마는 옷밖에 안보이는 구나..
당시 의복양식과는 거리가 먼 듯 하지만 모던하게 만들어 기네스 팰트로우의 마른 몸매를 더 돋보이게 한 듯...
그리고 엠마의 성격...
제대로 판단도 못하면서 남의 연애사 간섭하는 건 좀 에바임...짜증 제대로 났음
어렸을 땐 그렇게 사랑스러워 보이더니...내가 그 동안 화가 많아졌나 봄...ㅠㅠ
2020.04.05"
피라냐 3DD, D급이라는 표현도 이 영화에게는 칭찬. 데이빗 핫셀호프에게 바치는 의도적 B급 정서
피스메이커, 엔딩이 뭔가 어설프지만 실제 가능한 일이라고. 전체적인 액션이 막 화려하지 않지만 한스 짐머의 음악은 모든 것을 커버해 준다. 조지클루니가 열받은채로 권총을 장전하며 걸어가는 폼은 정말 예술이었다. 미미 레더라는 여성 감독의 남성적 액션물 나름 의도는 과감했던 드림웍스의 시작.
펜트하우스 코끼리,
프루프,
파리의 연인들,
더 테러: 인디아 해즈 폴른 디 오리지널,
서치 2," Mac을 업데이트 했을때의 변화와 같은 영화. 이쯤되면 FBI에서 준버그 스카웃하자! ""예측을 불허한다"" 홍보 문구는 서치2에 가장 잘 들어맞는 옷
전작인 서치 1편을 재밌게봤고 현지 평도 좋은 것 같아 어느정도 기대감을 안고 갔는데 기대한 만큼 재미있었습니다.

전작에선 주인공이 중년남성이기에 느릿한 화면전환이 대부분이었다면 서치2는 10대 소녀가 주인공인 작품인 만큼 속도감있게 진행되는 차이가 있는데, 2편에서 보여줄게 더 있을까 싶은 의구심을 그런 부분에서 차별화하는 느낌이 있었습니다. 또한 전작보다 스케일이 더 커졌고 직접적인 범죄 장면들도 나오는데 스릴넘치는 장면들이 더 많았던 것 같습니다.

서치 시리즈 특유의 맥북화면에서 펼쳐지는 연출은 여전한데 그밖에 넷플릭스나 라이브캠 vpn 등 인터넷에서 이용할 수 있는 기능들을 잘 활용했고 그런 장치들을 이용한 웃음코드도 중간중간 산재 해 있습니다.

소재만 참신하고 후반 갈수록 힘빠지는 몇몇 영화들을 비웃기라도 하듯이 후반까지 긴장감을 잃지 않고 나아가는데, 각본 참 잘 썼다 생각들 만큼 치밀하게 이어졌습니다. 기존 영화들에서 홍보 문구로 많이 썼던 ""예측을 불허한다"" 는 이 영화야말로 어울리지 않나 싶네요.

그 외엔 딸과 엄마라는 소재이기에 어느정도 예상되는 요소가 있는데 이것도 맥북 화면을 통해 드라이하게 전달되어서 과하단 느낌 없이 표현되어서 좋았고 많은 관객들이 전편보다 속편을 더 좋아하게 되는 요소이지 않을까 생각합니다.

간만에 주변에 추천하기 좋은 영화 나온듯 하네요. 여전히 흥미롭게 볼 수 있는 접근방식 긴장, 스릴, 반전 모든 요소가 잘 배합되어있고, 전작의 느낌을 잘 이은 후속작. 준수한 완성도와 몰입감으로 만족스러운 재미를 선사함 1편을 잇는 또한편의 SNS 미스터리 스릴러
1편의 서치에서 존조와 딸의 케미와 더불어 이번에는 스톰 리드와 미아 롱의 모녀간의 케미가 돋보이는 스릴러네요

SNS를 통한 화면상으로만 미스터리를 푸는 방식에 거부감이 있다면 보기 힘들지만 요즘 세대에겐 아주 딱 맞는 형식의 스릴러이고 몰입도가 여전히 끝까지 이어지는 영화네요

반전도 여러번 있고 복선들도 나중에 다 해결되는 스토리가 좋고 여운도 있는 볼만한 속편 발전된 기술에 더해 한층 더 발전된 스토리와 반전
보통 속편은 망한다고들 하지만, 1편의 명성만큼이나 만족스러운 속편이었다.
1편보다 연출이나 스토리가 더 발전됐다 느꼈고, 그렇기에 몰입감도 더 높아진! 1편과 차별점을 두기 위해 열심히 머리 쓴 게 보인다고 해야되나, 정말 한 치 앞도 예측할 수 없었음.
늘 느끼는 거지만, 서치 시리즈는 기술의 양면성을 참 잘 표현한다고 생각함. 영화에서 보여지는 기술의 발전이 무섭기도 하지만, 한편으로는 감사하기도 하다.

+) 시리 끄고 보세요 서치2
보다 더 강력한 엄마 찾기의 과정을 보여주겠다던 그 약속은 어느정도 지켜진듯하다.
.
단순히 엄마를 찾는 서치에서 한 발 더 나아가 정말 생각지도 못한 반전에 눈을 떼지 못하고 영화에 몰입을 해서 본것 같다.
.
엄마 그레이스와 딸 준의 관계는 그저 일상적이고 보편적인 관계를 보여주고 있었는데 엄마의 실종으로 멘붕이 왔지만 엄마를 찾기 위해 자신이 할 수 있는 최선을 다한 준의 노력이 너무나 대견하고, 엄마를 꼭 찾을 수 있겠다는 확신을 주는듯 했다.
.
확실히 1편에 비해 스케일도 커지고 내용도 짜임새가 있어서 이런 영화를 좋아하는 사람들에겐 정말 잘 맞을만한 영화인것 같다.
.
두 시간동안 긴장을 많이 하면서 봐서 그런가 물 마실 틈도 없었다눈..
.
확실히 마지막 반전은 꽤 임펙트 있었다. 한 치 앞을 예상할수 없는 반전의 연속인 미스터리 영화 전편 보다 좀더 자극적이고 소름끼치는듯."
베놈," 달긴 한데 밍밍한 것이 다이어트 콜라처럼 허전하다
개봉 직전까지 철저하게 지켜진 엠바고, 등급 하향을 위해 30분 정도되는 분량 삭제, 기타 영화를 둘러 싼 여러 잡음은 기대치를 낮추기에 충분했다. 청소년 관람불가인 R등급임에도 전세계적으로 흥행 돌풍을 일으킨 '데드풀'과 '로건'의 사례만으로는 불충분했던걸까? 누구보다 R등급에 최적화된 '베놈'이라는 캐릭터를 가지고도 PG - 13 등급을 위해 이리저리 몸을 사린 건 여러모로 아쉽다. 그래도 다행인 점은 이처럼 기대치가 바닥이었어서 그런지 생각보다는 재밌게 봤다는 것이다. 적어도 '캣우먼'이나 '그랜랜턴', '판타스틱 4'(2015) 수준의 망작은 아니다. 하지만 등급을 위해 잘려버린 장면들은 영화의 특색마저도 덩달아 덜어내고 만다. 화끈함을 앞에 두고도 주춤거리는 '베놈'의 망설임은, 맛은 있는데 뭔가 빠진 것 같은 다이어트 콜라처럼 허전함을 안겨준다.

마치 앙꼬 없는 찐빵처럼 스파이더맨 없는 스파이더맨 유니버스의 첫 포문을 여는 '베놈'은, 빌런이 주인공이라는 점에서 눈길을 끈다. MCU로 파견 근무 나간 스파이더맨 대신 빌런들을 주인공으로 줄줄이 영화화를 앞두고 있는 소니인데, 이대로 진행되면 '시니스터 식스'도 옆동네의 '수어사이드 스쿼드' 꼴이 날 것이 뻔해 보인다. 그만큼 '베놈'의 선택은 아쉽다. 생각보다 볼만한 오락 영화이긴 하지만, 그건 어디까지나 MCU를 생각하지 않았을 때의 이야기이다. 늘 평타는 치는 MCU 때문에 눈이 높아질대로 높아진 상황에서, '베놈'은 다소 안일하고 철지난 선택을 하고야 만다.



'베놈'은 원래 이런 각본이었는지 아니면 등급 때문에 죄다 편집되어서 그런건지 모르겠지만, 뭔가 여러가지로 애매하다. 빌런이라기엔 착하고, 착하다기엔 잔인하고, 잔인하다기엔 싱겁고, 마냥 싱겁다기엔 또 볼만하다. 주인공인 '에디 블록'(톰하디 역)와 그의 몸에 기생하는 '베놈'의 투닥거림은 마치 버디 영화같은 재미를 주긴 한다. 하지만 이들을 둘러싼 음모와 갈등은 너무 싱겁고, 에디와 베놈이 만나기 이전까지의 전개는 다소 지루하고 진부하다. 무엇보다 갑자기 마음을 고쳐먹는 '베놈'의 선택과 뜻 밖의 고백, 그리고 뚝뚝 끊기는 전개는 분명 중간에 잘려나간 장면들이 있음을 생각할 수 밖에 없을만큼 갑작스럽다.

하지만 그럼에도 '베놈'의 박력 넘치고 망설임 없는 액션은 나름의 쾌감을 안겨주며 오락영화로서의 본분을 한다. 특히 에디와 베놈이 만난 이후 액션이 쏟아져 나오는데, 호흡을 맞춰가며 점점 강해지는 이들의 모습을 지켜보는 재미도 있다. 액션이 의외로 괜찮았기에 등급에 대한 아쉬움이 더 강하게 든다. R등급으로 진짜 화끈하게 갔으면 더 좋았을텐데, 절정을 두고 끊기는 편집이 아쉽다. 흥행을 위해 이런 선택을 했다고는 하는데, 이 선택이 독이 될지 약이 될지는 흥행 성적을 지켜봐야 알 일이다. 크레딧 이후 이어진 하나의 쿠키영상은 속편을 암시하는데, 속편에서는 좀 더 화끈한 재미를 선보이길 바래본다.

P.S. - IMDb의 표기와는 달리 화면비 전환이 없었던 IMAX보다, 베놈의 화끈한 액션에 재미를 배가 시켜준 4DX를 Vㅔ리 추천한다. (두 포맷 모두 봄) 심비오트 집착남 아비 아라트의 야심작은 결국 스파이더맨 짝퉁이었나.
디즈니-마블 콜라보가 왜 퀄리티가 높은 건지, '베놈'이 대신 알려주는듯.

매력있는 악당을 표현하고 싶다면서 정작 만들어낸 건, 거미 문양 없는 시커먼 스파이더맨이었다. 기술력은 2018년인데 스토리 및 캐릭터 구축은 '스파이더맨 3' 망칠 때보다 더 못하다.

히어로 장르에서 가장 중요한 건, 캐릭터가 탄생하는 명분과 정체성인데, 베놈이 에디와 공생하려는 찌질한 이유는 이해하더라도 관종끼만 가득한 에디가 세상을 구하겠다고 나서는 명분이 없다.

그와중에 디즈니-마블처럼 많은 연령층이 보게 하려는 욕심까지 부리면서 베놈의 특징을 다 잘라버려 베놈인지 자비스를 둔 스파이더맨인지 혼란스럽고.

톰 하디와 미셸 윌리엄스는 사람-심비오트의 공생보단 히어로 장르와 제 갈 길 가는 느낌이 짙었다. 다른 작품에서 보여줬던 이미지나 잔상이 너무 강했던 탓인지 몰입이 잘 되지 않았고, 에디와 애니가 아닌 그냥 톰과 미셸이었다.

'베놈'을 보고나니 심비오트 집착남 아비 아라드의 간섭을 버텨내며 '스파이더맨 3'를 만들어낸 샘 레이미가 대단했다는 걸 새삼 깨달았다. 사실 등급을 위해 일부 부분이 삭제되었다는 점을 몰랐어서 그런지, 서로 맞지 않는 선과 악(?)이 반강제로 인연을 맺어가며 최악을 막기 위해 협력하는 모습이, 충분하였다고 생각된다 기대와는 다르지만, 어쨌든 즐거운 베놈
스파이더맨이 MCU에 합류한 이후 소니에서 나온 첫 스파이더맨 캐릭터의 영화 <베놈>이 개봉했다. R등급에서 PG-13으로 등급이 조정됐다느니, 30분가량의 삭제 장면이 존재한다느니 여러 논란이 있었기에 기대와 걱정이 공존했던 작품이다. 영화는 <베놈>이라는 캐릭터의 기원을 다룬다. 프리랜서 기자로 일하는 에디 브룩(톰 하디)은 변호사인 애인 애니(미셸 윌리엄스)와의 결혼을 앞두고 있다. 그러던 중 거대 제약회사 라이프 파운데이션의 창립자인 칼튼 드레이크(리즈 아메드)의 비인간적인 행보를 폭로하려다 일자리를 잃게 되고, 덩달아 애니 또한 해고당해 둘은 결별하게 된다. 6개월 뒤 다시 칼튼의 비밀을 폭로할 수 있는 기회를 얻게 된 에디는 라이프 파운데이션의 실험실에 잠입했다 외계에서 온 물질 심비오트에 숙주가 된다. ‘베놈’이라는 이름을 가진 심비오트는 그에게 공생을 제안하고, 둘은 함께 베놈이 되어 심비오트를 되찾으려는 칼튼의 계획에 맞서게 된다.







<베놈>은 아쉽게도 기대에 못 미치는 작품이다. R등급의 화끈한 액션과 잔인한 면모를 기대했을 관객에겐 너무 아쉬울 것이고, MCU의 세련됨을 생각한 관객에겐 너무 투박한 작품일 것이다. 그도 그럴게, 이번 작품은 의외로 코미디적인 요소가 많다. 연출자인 루벤 플레셔의 영화 데뷔작이 R등급 좀비 코미디인 <좀비랜드>인 것을 생각하면 당연한 것으로 느껴진다. 이러한 톤은 기대와는 다르지만 의외의 재미를 준다. 에디 브룩이 베놈과 결합하기 전까지의 40여분이 조금 지루할 수 있다. 하지만 그 둘이 한 몸에서 공생하기 시작한 이후에 펼쳐지는 다양한 액션과 적절한 코미디는 정말 의외의 즐거움이다. 에디와 베놈의 관계는 로맨틱 코미디적이라고 볼 수 있을 정도인데, 관객이 기대하던 톤은 아닐지라도 (최근 코믹스 속 묘사는 이것에 가깝다고 한다) 당장의 즐거움을 주긴 한다. 에디 브룩-베놈-칼튼 드레이크의 <디스 민즈 워>라고 해도 크게 어색하지 않은 느낌이랄까? 놀리는 것 같지만, 영화를 본 사람들은 충분히 동의할만한 내용이며 꽤나 재미있기까지 하다. <스파이더맨: 홈커밍>이나 샘 레이미의 <스파이더맨>이 아닌 <어메이징 스파이더맨> 같은 분위기라고 이해하면 될 것 같다.







액션 시퀀스들은 기대를 충분히 충족시켜준다. 에디 브룩과 베놈이 공생을 시작하면서부터 본격적으로 벌어지는 액션들은 근접 격투부터 카체이싱, 촉수를 이용한 활공 등 다양한 모습을 보여준다. 특히 샌프란시스코를 배경으로 펼쳐지는 10여분 간의 카체이싱 액션에 주목할만하다. 이미 예고편을 통해 공개된 모습 만으로도 이번 영화에서 가장 흥미를 끄는 장면이었다. 공중에 뜬 베놈이 촉수를 사용해 다시 오토바이에 탑승하는 장면, 오토바이로 달리는 중에 촉수로 적의 차를 충돌시키는 장면 등은 꽤나 완성도 높은 액션을 보여준다. 특히 카체이싱 장면은 샌프란시스코라는 배경 때문에 <앤트맨과 와스프>의 카체이싱과 비교하면서 보는 재미도 있고, 80~90년대 액션 영화를 떠올리게 하는 투박함이 베놈이라는 캐릭터 혹은 톰 하디라는 배우와 썩 잘 어울린다. 후반부에 펼쳐지는 CG 액션이 조금 아쉽긴 하지만, 슈퍼히어로 영화 대부분에서 느낄 수 있는 종류의 것이기에 큰 단점이라 생각되진 않는다.







<베놈>의 촬영 현장에서 스파이더맨인 톰 홀랜드가 목격됐다는 소식 때문에 MCU와 이번 영화가 연계된다는 루머도 있었지만, 아쉽게도 그럴 가능성은 적어 보인다. ‘스파이더맨’ 속 인물이나 회사의 이름 등이 등장하지만, 전체적인 세계관이 맞지 않기 때문이다. MCU보단 <어메이징 스파이더맨> 때의 세계관을 계승하고 있다는 느낌이랄까? 그래서인지, <어메이징 스파이더맨>이 2편으로 마무리된 게 아쉽기만 할 뿐이다. 로튼토마토 등에서의 끔찍한 평가와는 다르게, <베놈>이 <어메이징 스파이더맨> 정도의 재미는 보장하는 작품이기 때문이다. 결과적으로 어느 쪽도 실현될 수 어렵게 되었지만, 어쨌거나 쿠키 영상에서의 의외의 등장인물(그리고 의외의 배우)은 충분히 속편을 기대하게 만든다.
리뷰 전문 보기 무난하게 재미있는 액션 히어로물. 개연성은 조금 아쉽지만 캐릭터가 매력적임. 베놈이 귀여움 베놈과 톰 하디의 케미가 볼만하다. 베놈이 귀여워요 😈아니다 둘 다 귀여워요. 딱히 정이 가지 않는 히어로와 다소 싱겁게 느껴지는 모든 액션 씬들. 주인공 톰 하디의 매력조차 제대로 살리지 못한 영화 스파이더맨과 같이 약간은 찌질하지만 터프한 상남자, 그에게는 베놈이 어울린다. 마블 영화에서는 처음 등장힌 안티 히어로. 톰 하디가 아닌 베놈은 상상할 수 없다"
