title,reviews
이보다 더 좋을 순 없다," 결핍들의 합은 사랑일 수도 미묘하지만 빈정거리는 웃음과 정말 좋아서 웃는 표정을 구분하게 됐다. - 그만!난 왜 보통의 남자친구를 가질 수 없는거죠? 절 힘들게 안하는 사람 말이예요. - 누구나 원하지만 그럼 사람은 없어. 특별한 영화로 기억될 거 같다 나만의 편안한 공간과 삶이 한순간에 침해받고, 더럽혀졌다.. 그래도 이보다는 좋을 수 없다 당신은 내가 더 나은 사람이 되고 싶게 만들어라는 대사를 하는 멜빈에게 캐롤이 있었듯 누군가를 더 나은 사람이 되게 할수있는 사람이 되려고 평생 노력해 봐야겠다 잭 니콜슨 역 잭 니콜슨 최선을 넘어 최고가 되는 과정. 변화는 혼자 이뤄지는 것이 아닌 상대와의 만남에서 이뤄진다. 21 08 29 개과천선의 정석. 로맨스가 가미되지 않았다면 더 좋았을 것 같다."
잭 리처," 어디서 본것같은 장면과 캐릭터들 그리고 줄거리를 풀어내지만 너무 뻔하다 기능적 역할만 하는 여성 캐릭터는 좀 아쉽지만 잭 리처 캐릭터는 일단 꽤 흥미롭다. 갑자기 총 내려놓고 인정사정 볼 것 없다 찍는 거 빼곤 볼만함. 예상보단 묵직했던 영화. 액션과 스토리가 균형있게 맞물린다. 톰크루즈, 로자먼드 파이크 연기력은 역시나 좋다. 재밌는 이야기인데 아쉬움이 남는다. 뭔가 허술한 액션과 전개 긴장감은 떨어지고 느슨한 감이 없지 않지만 적절한 추리를 통한 이야기의 진행은 나름 괜찮다. 소설의 잭리처와는 다르지만 톰형만의 스타일이 있다. 볼만한 영화 원작소설 원샷이 있어 찾아본 영화. 뭔가 너무 진행이 빨라서 당황스러움. 여러 겹으로 둘러쌓인 의문들이 해소되는 순간의 쾌감"
잭 리처: 네버 고 백, 공장에서 물건 찍어내듯 특별한 것 없이 진부하고 식상하다. 다들 별로라길래 극장에서 안 보고 이제야 봤는데 욕할 정도는 아닌데??!!!!재밌었음 잭리처의 매력이 없어지며 액션은 더 늘었지만 조연들의 행동은 답답하기만하다 영화의 급을 살린건 그나마 탐 크루즈 덕분이다. 웃음기 뺀 스파이와 수사물을 섞은 별다른 특색 없는 영화지만 의외 설정에서 탐 크루즈가 연기하는 상황을 보는 맛이 있다. 나도 딸내미처럼 포옹 한 번만요. 잭리처 드라마를 보고 다시 보내 원작과는 일문이 다르지만 볼만함 절대 고백하지 않겠어. 뭐 그런 느낌. 톰 크루즈 표 액션 블록버스터에서 기대하는 그대로. 전작이 꽤 괜찮았다고 느끼게 만드는 평범하디 평범한 영화 어디서 본 듯한 익숙함의 연속. 찍느라 고생한 배우들에겐 박수를. 2018-07-07 / <마리아 힐> 싫컷 본 것으로 위안 삼는다....
마에스트로 번스타인,
의형제," 브로맨스를 제대로 선보인다. 강동원의 리즈시절을 영상으로 남겨줘서 감사하기도.. 두 남자의 케미가 좋다, 이야기의 결말도 좋다. 남북공조물의 대명사 남북공조물의 시초라고 해야하나. 적당한 무게감과 서사를 강동원이란 배우의 눈빛으로 송강호의 연기력으로 만들어낸 수작 아. 제목과 포스터만 보고 그냥 코미디 장르인줄 불 필요 한 것들이 보일때마다 반감되는 그들의 우정 두 배우의 궁합이 너무나 잘 맞는다. 그냥저냥 무난하다. 어쩌면 도달하고 싶은 아름다운 결말을 위해 정확하게 헌신한다. ."
성난 변호사," 이선균 없었으면 흔한 영화로 남았을 듯. 숱한 기시감 속에서 이선균이 욕하는 것만 찰지네 임원희, 김고은, 장현성 셋 다 다른 영화 찍는줄. 공통점은 이선균이랑 같이 나온다 + 뻔하다 + 어설프다. 악전고투 이제 이선균 나오는 영화는 못볼듯.. 원톱 영화에서 밑천 떨어졌다는 느낌이 절실하다. 이선균 혼자 열심히 뛰오다닌다.. 본격 아우디 홍보 영화. 스토리는 그럴 것 같긴 했는데 뭔가 딱 맞아떨어지지 않는 것이 아쉽네. 뻔하지만 시간은 잘 간다 나름 괜찮다 김고은은 왜 욕먹은건지 난 모르겠다 영화가 끝날 때까지, '성난 변호사'는 누구였는지 전혀 볼 수 없었다. 이런 툭툭 건드리는 리듬은 완성도를 망친다"
인민을 위해 복무하라," 아무것도 남긴 게 없는 멜로
영화는 원작이 보여준 정부에 대한 비판 보다는 두 주인공 간의 외설적인 면만 강조하고 있습니다. ‘무광’과 ‘수련’간의 끈적거리고 뜨거운 관계는 그걸 형성하기까지 오랜 시간이 걸리고, 두 사람간의 정사(情事)를 마치 영화의 핵심이자 중심인 것처럼 서사를 꾸민 것은 영화 자체를 무너뜨리는 거나 마찬가지입니다.

그들의 욕망과 자극적인 정사들은 무엇을 남겼을까요? 그들의 쾌락과 금지된 사랑을 국가에 대한 무조건적인 충성과 맹세에 저항하고 반항하는 도구로 쓰였다면 그래도 의미는 있었을 텐데 영화는 그것마저 못 해내고 있으니 결국은 아무것도 남긴 게 없는 채 끝나고 마네요.

이 영화의 제목과 같은 명령이 떨어졌을 때 딱 잘라 거절해야 할 만큼 그냥 싫어집니다.
리뷰 전문 보기 남들이 재미없다고 할때는 다 그만한 이유가 있는건데, 내가 어쩌자고 이걸 봤는가. 청불 이야기를 담담한 시선으로 풀어간 것 만으로 다른 기존 영화와 비교해 한 발 나아간다 스토리를 논하기 전에 연기부터 어떻게 해주길. 카메라워크, 대사, 플롯..... 어느곳 하나 허망하지 않다고 생각되는게 없다 재미없다 혹은 진부하다고 표현하기도 아깝다 연기력이 문제가 아니다. 대사 자체가 구리다. 좋은 에로틱 블랙 코미디
중국 작가인 옌롄커의 소설 인민을 위해 복무하라를 원작으로 두고 장철수 감독이 만든 작품인데 아무래도 홍보를 색계나 화양연화로 한데다 인간중독부터 생각나는 시놉때문에 기대되진 않았습니다.

하지만 노출로만 언급되는 것에 비해 블랙 코미디 분량이 상당하고 70년대 북한은 아닌 가상의 국가라지만 너무 웃프기 때문에 꽤 재밌네요.

수위가 없는건 아니지만 영화적 수준이고 아가씨나 블루에 비하면 정적으로 연출해 부담스럽지도 않아서 홍보를 블랙 러브 코미디로 밀었어야 하는게 아닌가 싶어 아쉬웠습니다.

연우진의 연기도 대단했고 다 좋은건 아니지만 노출에 대한 거부감만 없다면 추천할만한 작품이네요. 나중에 알았지만 김복남 살인사건의 전말을 연출한 감독이어서 납득이 되고 역시~ 싶었습니다.
리뷰 전문 보기 내가 이런 영화까지 봤다니...정사장면이 그렇게 길게 필요했을까? 문민정부 시절의 관객이 아닙니다, 동무. 드라마로 나오면 뭔가 달라질까?
극장에서 보지 못했고, 왓챠에서 1위를 달리고 있어서 소문의 그 작품을 보았다. 일단 나는 영화가 뭘 말하려는건지 전혀 모르겠다.
극장에서 안 봐서 다행이구나를 느꼈던 건, 끝까지 안봐도 된다는 점, 빨리 보기가 가능한 점인데. 웬만하면 영화볼 때만큼은 쓰지 않는데, 이 영화 보면서 썼다.

이 영화의 백미는 뻑뻑하고 기계적인 섹스씬이 아니라, 짧은 순간 등장한 조성하, 장광, 정규수 배우들의 연기와 카리스마다. 말이 안되는 이 영화 속에서 유일하게 극적 긴장감을 불러오는 이들의 연기야말로 참된 연기다.

웨이브에 TV시리즈로 떴는데, 과연 영화판과 다르게 뭔가 더 있을지 궁금하지도 않다."
스피드, 폭주하는 액션 영화라고 한다면 제일 먼저 언급될 작품. 끝까지 긴장감을 늦출수 없고 키아누리브스의 매력에 빠져서 처음으로 2회나 본 영화. 꼬맹이때라 n차 관람이란걸 몰라서 2회도 많이 본 것! 끝날때까지 긴장을 늦출 수 없다. 23 03 20 어쩌면 범작이 될 수 있었지만 빠른 호흡과 매력적인 캐릭터로 만들어 낸 오락 영화의 정석. 두 주연 배우의 케미스트리도 좋다. 수직과 수평을 넘나드는 스피드 액션. 관념과 다르게 스피드 ‘업’ 하는 것만이 살 길이라고 여러차례 말한다. 깔끔하게 떨어지는 긴장감 넘치는 좋은 액션영화. 당시 전형적 헐리우드 공식을 가지고 만든 영화. 지금 만들어졌다면 개까였을 것이다. 현재 윤제균 감독이 받는 비판이 모조리 들어간 영화 시속 80킬로미터로 빙글빙글 공회전 쉴법도 한데 끊임없이 달린다
엘리펀트," 여러 개의 시선, 하나의 사건. 비극을 다룰때 매체가 취해야할 적합한 자세 “장님이 코끼리 만지듯, 특정한 하나가 원인이라기엔 너무 무책임하다.”
꽤 많은 인물들과 그 인물들이 처해있는 현실을 쪼개어 보여준다.
롱 테이크로 제 3자의 눈 처럼 쫓아가다가 멀어지기를 반복한다.

흩어져 있는 시간들을 마지막 20분을 위해 후반엔 한 점으로 모이게 하여 이야기를 풀어나가는 형식이 꽤나 특이했다.

여러명의 인물들의 일상을 롱 테이크로 반복해서 보여주는데 따분할 수 있다고 생각하며 오히려 따분한게 당연하다 생각한다.

큰 사건이라기 보단 주변 누군가의 일상을 보여주는
것이고 그것이 흔하게 우리 주변에서도 보여지는 것들이기 때문이다.

(왕따나 알코올 중독을 옹호한다는 말이 아니다. 그만큼 대한민국 사회에서도 흔하다는 뜻이며, 이것들은 분명 해결해 나가야하는 사회문제이다.)

실화를 바탕으로 한 이 이야기를 어떻게 풀어나가고
끔찍했던 사건을 어떻게 표현할지에 대해 아주 잘 나타낸 것 같다.

그리고 여기서의 단순히 ‘학교 폭력’이라는 하나의
문제로 이러한 사건이 일어났다고 단정 짓기에는 어려운 것 같다.

저것이 작은 불씨를 일으켰지만 결국 부채질하고 기름을 부은것에 있어서는 또 다른 원인들이 한가득이다.

감독은 확실하게 ‘무엇이 원인이다’라고 말하기 보단
‘원인이 되어질만한 것들이 하나였을까?’라는 의문을 제기하는 것이 마음에 들었다.

안전하고 도덕적이고 교육이라는 것을 배우는 ‘학교’라는 공간이 작은 사회이지만 더더욱 비참한 ‘사회문제’를 가지고 있는 보이지 않는 공간이 되어버린게 아쉽다. 누가 돌을 던질 수 있는가 구도, 프레임, 촬영방식, 플롯으로 개개인의 서사와 일상성을 부각해 참상의 비극을 강조한다. 스쳐가거나 부딪히거나, 그건 ‘코’를 휘두르는 코끼리 본인도 모른다. 어쩌면 자신이 ‘코끼리’인지조차 모를 수도. 예측할 수 없는 때에. 모두의 다른 하루에. 그들에겐 인생은 긴 것이라 말해줄 사람이 필요했다. 아직 평범한 일상에서 인물들이 한 번씩 죽음을 언급할 때 너무 서늘했다 어느날 갑자기 그러나 갑자기가 아닌"
지옥의 묵시록," .
23 11 11 인간다운 것이란 무엇일까. 흔히 이 영화에서 그려지는 추악, 무자비함, 광적인 모습을 보고 우리는 인간성을 상실했다고 말한다. 그러나 원초적이고 폭력적인 모습이 사실 인간의 본능이 아닐까 혼란스러워질 때 영화는 말한다. 살인하는 모습과 사랑하는 모습 모두 당신의 모습이라고. 전쟁으로 인해 광란에 빠지게 되는 것인지, 원래 인간이란 그런 존재인 것인지. 역겨운 혼란에 피폐해진다. 파이널 컷으로 감상했는데 러닝 타임이 무려 세 시간이라 마음의 준비 크게 먹고 봤으나 지루하지 않게 무사히 관람했다. 전쟁이라는 광기 속에 먹혀버린 사람들. .
지옥으로 계속 향하라는 명령이 어느 순간 벗어날 수 없는 악몽으로 변질되고 지옥의 100층 탑과 같은 끝이 보이지 않는 깊숙한 지옥의 중간에 비현실적인 현실을 지나 지쳐 쓰려질 때까지 끝까지 나아가니 미칠 수밖에.. 로버트 듀발의 명연기가 가장 기억에 남는다.

-파이널 컷 시스템에서 공포가 작용하는 원리를 통해 보는 인간의 영혼을 마르게 하는 위선 최고의 전쟁 영화로 남을 코폴라의 수작 영화 장르가 호러였구나... 아님 우리가 사는 현실이 호러였나? 전쟁이 완성한 광기와 광기가 빚어낸 전쟁이 서로 지탄하며 공격적으로 던져대는 폭발물로 인해 더욱 더 깊어져만 가는 어두운 심연의 구덩이. .
일단 리덕스는 너무 길다. 가정 1, 리덕스가 아니라면 다른 느낌을 받았을지도 모른다. 가정2, 개봉 당시에 봤다면 다른 느낌일 수도 있을 것 같다. 하지만 이 영화에 영향을 받은 영화를 너무 많이 봐서 그런지 별로 신선하지도 충격적이지도 않다. 그렇다는 게 이 영화가 엄청엄청까지는 아니라는 증거가 아닐까. 엄청 뛰어난 작품들은 언제 봐도 원조의 위엄을 보이는데 이 영화는 그 정도는 아닌 듯하다. 분명 명작은 맞다. 하지만 약간은 과대평가된 느낌도 있다. 지루해서인가...하지만 CG도 없던 시절 공중강습부대의 전투 장면은 어마어마한 화력을 자랑한다. 이건 정말 대단하다. 전쟁 속 인간의 광기를 보여주는 영화가 아닌 광기 그 자체로서의 영화."
터미네이터 3," (다크 페이트를 본 후) 다시 보니 명작이다! 난 3가 2보다는 재밌는 거 같은데... 시리즈를 이어가기 위해서 필요했던 3편, 그래도 보장되는 나름의 재미. 폐허 속에서 건진건 엔딩. 터미네이터는 존 코너를 구하지 세상을 구하지 못한다. 엔딩설정만큼은 맘에 들었다. 막은 것이 아닌 잠시 미뤄진 것. 제임스 카메론에 붙힌 사족이나 제법 볼만한 액션. 5�춧 �̰� ���鼭 ��û �������� ������� �̤� 정말 미래가 '사라졌다'. ."
바디 오브 라이즈, 미국의 자성이 담긴 첩보물의 탈을 쓴 로맨스 코미디 치정물 사무실 책상에 앉아서 이래라저래라 할 때는 빡치지만 떠날 때 곱게 보내주는 걸 보면 좋은 상사였다.... 제목에 대한 몇몇 해석이 있는데 '진실을 압도하는 거짓의 실체'라는 해석이 가장 맘에 든다. 대를 위해 희생되는 진실과 개인 모든 사람은 거짓말을 한다. 하물며 첩보 업무인데. 베테랑 현장요원이지만 나름 순진한 구석이 있는 주인공이기에 성립 가능한 내러티브. 잔혹하다 잔혹해. 현실성넘치는 첩보물. 화려함도 엄청난 반전도 없지만 감독의노련한 연출로 긴장감을 끌고간다. 애국심이라는 허울 디카프리오는 연기자가 되어가는데... 리들리 아저씨는 간혹 이런 어이없는 영화를... 이도저도 아닌 느낌으로 시작해 이도저도 아니게 끝났다
폭풍 속으로," .
멋있는 게 최고야.
사실 스토리는 조금 뭐 같다. 하지만 서핑 장면, 스카이 다이빙 장면은 영화를 보고 있는 관객의 마음을 뻥 뚫어준다. 그 장면들만으로도 충분히 볼만하다. 게다가 추격전도 멋있게 잘 찍어서 보는 재미가 있다. 보는 재미가 뭔지 잘 아는 장면들로 가득찬 영화다. 아드레날린 빵빵 터뜨려주는 재주 하나는 확실한 영화다. 감정과 액션을 확실한 연출 컨셉으로 파고든다. 폭발하는 아드레날린
어떻게 보면 뻔한 구도의 영화였다. 타일러의 역할이나 조니와의 관계 변화, 그리고 은행강도 범인들 중 우두머리인 보디와 가까워지는 것까지 모두 예상할 수 있는 부분이었다. 하지만 이 영화가 제작됐을 1991년을 예상하면 뻔하지 않은 영화였을 것이다.
여기에 서핑이라는 스포츠를 곁들인 건 새로웠으며 거친 남자들의 아드레날린이 마구 폭발하는 게 느껴졌다. 범인을 잡기 위해 서핑을 배우게 된 조니가 점점 그 매력을 느끼게 되는 과정에는 잡아야 하는 범인인 보디의 영향도 있었다. 자칫하면 죽을지도 모르는 스포츠에 빠져드는 걸 이해하게 됐으니 말이다. 나중에 은행강도의 얼굴을 한 보디와 직접적으로 대면하게 된 이후에 조니는 초반의 양복쟁이 FBI 요원의 모습은 온데간데없었다. 어떻게 보면 보디가 조니를 거친 남자의 길로 이끌었다고 볼 수 있었다.
둘의 관계가 애매한 우정의 경계를 돌면서 각자의 역할로 되돌아오긴 했지만, 그렇다고 서로를 이해하지 못하게 된 건 아니었다. 서핑에 미친 보디를 위해 조니는 FBI 요원으로서 실격인 행동을 했으니 말이다. 그 상황에서 안젤로가 떠올라 개인적으로 좀 아쉬운 마음이 들었지만, 영화의 흐름을 위해서는 최선의 선택이었던 것 같다.
리뷰 전문 보기 영화가 아무래도 폭풍을 직격타로 맞은 모양새. 얽매이지 않은 삶의 이면. 인상깊은 엔딩 낭만으로 휘몰아치는 파도
8-90년대 시대를 대표하는 미남스타 '패트릭 스웨이지'와 차세대 미남 '키아누 리브스'를 투톱으로 내세운 낭만 가득한 그 시절 영화입니다.
'서핑'이란 키워드에 첫 번째로 등장하는 영화이기도 하지요.
혈기왕성한 신출내기 FBI 요원과 낭만파 서퍼이자 은행강도의 조합은 이후 많은 매체에 영향을 남겼더랬죠.

전형적인 백인 마초 미남 '보디'와 샤프한 이미지의 젊은 피 '조니'의 이미지는 여전히 멋집니다. 남자가 봐도 멋진 남자라는 것이죠.

날 것 그대로의 보디와 대비되는 정제되고 반듯한 조니, 그리고 차차 영향을 받아 낭만에 눈을 뜨는 조니의 이야기...라는 것인데
그 시절 낭만으로 설명하기엔 꽤나 무리가 있는 이야기 전개와 인물의 변화, 개연성입니다.
낭만 쫓다가 인생 망치는 그런 이야기로 귀결되는, 그냥 비주얼이 전부인 긴 흐름의 광고 같은 영화입니다.

그래도 거친 파도에 온몸을 내던지는 낭만 가득한 그 시절 감성과 두 미남 배우가 선사하는 강력한 영상미는 인정할 수밖에 없는 작품입니다.
리뷰 전문 보기 키아누리브스가 멋있게 나와요. 하트하트 아드레날린에 중독된 남자들의 이야기"
마다가스카, 지금 봐도 센세이셔널한 텐션. 캐릭터들의 개성이 재미있었어요 . 힘차게 흘러가지만 대충 보여주진 않는 안 보기에는 너무 매력적인 캐릭터들 시종일관 웃음 폭탄이 터진다. . 스토리 - ★★★ 더빙력 - ★★★★ 몰입도 - ★★★ 주인공들보다 노래랑 펭귄들한테 더 관심이 가는 영화 내용은 그저 그랬지만 재미는 보장했던 애니메이션.
벨벳 골드마인," <시민 케인>의 틀 안에 눌러담은 글램록 시대의 반짝이는 파편들의 이미지. 겹쳐진 세 남자의 일대기. decadent. 이렇게나 화려한데 이렇게나 몽롱하다. 한줄평 - 유치함과 오글거림이 의도된 것인지 진심인 건지 도저히 분간이 안 된다
필자가 매사에 불편해하는 성격이긴 하지만…… 아무리 그래도 난 <시드와 낸시> 그런 거 옛날의 문화를 찬미하는 영화 그런 부류 별로 안 좋아한다. 그래 봤자 본질은 그냥 잠깐 유행이지 그 이상 그 이하도 아닌데 이상한 의미를 부여하는지 모르겠다. 그래서 <보헤미안 랩소디>도 음악영화로는 정말로 사랑하지만 전기영화로는 별로 안 좋아한다. 프레디 머큐리의 인생을 너무 이상하게 과장해서. 아무래도 감독이 의도한 것도 분명 있기야 하겠지만 플롯을 뜯어보면 정말로 별거 없는 이야기인데 너무 고평가 받고 있다. 그래도 여러 음악가들이 참여한 사운드트랙이나 여러 글램 락을 오마주한 미쟝센을 구경하는 재미는 확실히 있기는 하다.

한줄평
- 유치함과 오글거림이 의도된 것인지 진심인 건지 도저히 분간이 안 된다

블로그 리뷰
- https://blog.naver.com/themadmoonio/222040923888
리뷰 전문 보기 글램록과 데이빗보위 이기팝 등 수많은 아티스트들. 그리고 그를 즐겼던 이들과 패션,문화의 분위기와 노스텔지어까지. 미스테리하게 진행되는 보석전달 이야기. 화려하고 영원할것 같이 기억에 남았지만 어느사이 사라지는 것들 불꽃같았던 섬광을 추념하며 느끼는 아드레날린. 아. 역시 어렵다. 아임낫데어 보고 알았어야 하는데. 화려하고 반짝거리고 예쁜영화 왜인지 설명할 수 없지만 이 영화가 좋다 무언지 모를 불균질적인 영화. 언젠가 다른 느낌으로 보고싶다 영화관에서 보면 조금 귀아픔 ."
"귀멸의 칼날: 상현집결, 그리고 도공 마을로"," 총집편 영화의 장점을 상쇄시키는 끊어진 흐름, 이를 다시 만회하는 무한성의 웅장함. 편집의 아쉬움이고 나발이고 무한성을 제대로 느낀 것만으로도 나는 만족해!😆 많은 이들의 기대를 모았던 상현집결의 만족감, TVA 2기 하이라이트 액션을 극장에서 볼 수 있는 것만으로 높은 쾌감을 자아낸다. IMAX, 4DX 특수플랫폼으로 보는 걸 강추. 산만하지만 그래도 상현집결 부분만으로 충분히 값어치를 한다.
앞서 들었던 현지 후기처럼 편집 없이 TVA 버전을 그대로 이어 붙여서 상영본을 만든 거라 흐름이 상당히 끊겼는데 (엔딩 크레딧도 계속 보고 노래도 몇 번을 들었는지...)

그럼에도 이걸 굳이 봤던 건, 집에서 보면서도 포디로 보면 재밌겠다 싶었던 10화에서의 ""보면(악보)"" 장면으로 시작하는 클라이맥스 때문이었고 확실히 해당 장면에서의 포디 효과가 나쁘진 않았지만, 기대 이상은 또 아니었다는 느낌이랄까.

오히려 이 극장판 아닌 극장판의 하이라이트는 상현집결 부분, 특히나 어트랙션같은 무한성 장면은 감탄스러웠으며, (왜 굳이 2기 끝에 붙이지 않고 3기 시작으로 만들었는지 너무 잘 이해가 됐을 정도.)
또한 명단을 봐서 이미 알고 있었지만 성우들 캐스팅은 만족스러웠다.

아무튼 상현집결의 임팩트가 워낙 강렬해서 이후 나온 대장장이 마을(a.k.a. 도공마을) 첫 번째 에피소드가 다소 심심하게 느껴졌지만, 전체 스토리라인에서 또 중요한 에피소드니 어련히 잘 만들지 않을까 싶다. 도공마을 에피소드가 좀 아쉽긴 하나 무한성 표현과 텐겐 전투씬은 보기 좋다 환락의 거리편과 도공 마을편을 엮어 Ufotable가 선사하는 높은 퀄리티의 애니메이션을 극장에서 박진감 넘치게 관람하는 의미. 영화가 아닌 TVA 3회분짜리 연속상영회 시리즈의 팬이 아니라면 극장까지 갈 이유는 없다 무한열차급의 기대를 하고 본다면 아쉬울 작품. 그러나 동시에 다음 작을 기대하게 만드는 작품이다. .
영화정보를 모르고 갔더니 이게 TV판을 편집해 상영하는 걸 볼 때 알게 됐습니다..

시작과 함께 다이제스트로 시리즈를 보여주고 벌어지는 전투는 용아맥에서 봐서인지

시각과 청각을 묵직하게 만족시켜주네요.

상현 캐릭터 전체를 볼수 있는 것과 액션은 마음에 들었습니다.

극장 개봉한 것 외에는 관람하지 않은 소프트한 관객으로서 보면 액션은 괜찮은데

그 이후는 뭐랄까 디즈니 +의 마블시리즈를 극장에서 보는 느낌이었습니다.



액션은 좋지만 액션시퀀스의 주적과의 싸움이 끝나면 그 주적의 드라마를 감상적으로 만들어 놓은 후일담이 반복되는 건 별로네요. 악당이 사연있다고 하더라도 배치가 좀 영 아닌 느낌입니다.

TV시리즈를 편집한 영화가 국내에 아이맥스로 걸리는 걸 보면 국내에서 이 시리즈의 인기가 대단하다는걸 새삼 알게되네요. 장황하고 자극적인 섬나라 불량식품"
더 와일드: 야수들의 전쟁," 우철이 봄이를 볼 때마다 3류 영화가 되어버리는 마법 이제 이런 장르는 부산에서 강릉으로 그 배경이 이전된 것일까? 이런 영화가 2023년도에 나온게 놀랍다 비장함이 비대해지면 비참해지는 과정 다음 장면 예상이 틀리기를 바라면서 본다 불쾌함과 진부함으로 점철된 또 하나의 흔한 '한국형 누아르' [더 와일드: 야수들의 전쟁] 짧은 관람 후기
CGV 용산아이파크몰에서 범죄액션영화 '더 와일드: 야수들의 전쟁'을 관람하고 왔습니다.
범죄를 저지르고 감옥에서 8년을 보낸 주인공이 모범수로 석방되면서 새로운 삶을 살고자했으나 부득이하게 또다시 어둠의 세계에 발을 들여놓게 되면서 벌어지는 일들을 그린 작품이었습니다.

워낙에 많이 사용된 바 있는 플룻을 그대로 가져다 쓴지라 특별히 새롭다는 느낌은 없었으나 다른 작품들과는 달리 남녀관계에 대해 좀 더 비중을 둔 연출과 후반후 끊임없이 서로 물리는 관계는 상당히 인상적이었습니다.

다만 18세 이상 관람가 작품답게 액션 연출에 있어서 좀 더 과감했었으면 어땠을까라는 개인적 아쉬움이 들었네요. 더 와일드-야수들의 전쟁
도박 권투를 하다가 사람을 죽이고 감옥살이를 하던 우철은 다시 세상에 나와서 새로운 삶을 살고자 했지만, 친구 도식의 꾐에 넘어가 다시한번 지옥의 삶을 살게 된다.
.
기본적으로 나쁜 넘들이 나오는 나쁜 영화이다보니 제목 자체로도 범죄의 느낌이 팍팍
.
물고 물리고, 믿고 배신하고를 반복하는 어둠의 세계 속 생태를 잘 그려낸것 같은것이....
예상과는 다른 인물들이 살아남더라눈..
.
역시 총보단 칼인가..ㅋ
. 박성웅 멋있네 잘 봤습니다."
