title,reviews
본즈 앤 올," . 쓰라린 사랑의 생애, 애틋한 생애의 섭식
애정과 애착의 근원은 더없이 다양하겠으나, 동류(同類)가 선사하는 고유의 정서엔 타자가 범접하지 못할 무언가가 있다. 특히나, 맘 놓고 꺼내기 어려운 치부를 터놓고 공유할 수 있다는 공감대의 힘은 생각 이상으로 강력한 관계의 고리를 형성한다. 물론 그 고리로 인하여 파생되는, '누구보다도 서로를 잘 알기 때문에'의 관념이 수놓는 기쁨과 슬픔의 갈래가 어느 쪽으로든 극한으로 치달을 가능성도 다분하겠다.

비주류로서 삶을 헤쳐나가야 하는 고난, 잡고 놓는 인연이 낳는 고뇌, 끊임없이 곱씹게 되는 정체성의 고민 등은 나 자신의 뿌리부터 나 자신이 나아가야 할 방향에까지 깊숙하게 영향을 미친다. 이 혼란스러운 와중 위에서 세상을 붙들 게 할 징검다리를 구축해 주는 건 결국 사랑이다. 너무나 사랑해서 자신에게 담으려고 했던 두 손 없던 이와, 너무나 사랑해서 자신을 담으라고 했던 두 손 닳도록 돕던 이의, 이 양방향의 사랑으로, 사랑이 포괄할 수 있는 범위를 생각해 본다. 동류인 우리들만이 이해할 수 있고 또 한편으론 이해할 수 없을 방식을 행하면서.
리뷰 전문 보기 그들이 생존하는 방식, 결국엔 사랑. <본즈 앤 올> 후기
트와일라잇이나 트루블러드 잔혹버전 비슷한 느낌 받았는데 그보다 세계관이 더 매력적이고 좋았습니다.

티모시 샬라메 섹시한게 그전까진 체감이 잘 안됐는데 <본즈 앤 올> 에서 남자가 봐도 섹시하다는 느낌 받았습니다. 테일러 러셀도 되게 매력적으로 나오는데 전작들 찾아봐야겠다는 생각 했습니다. 첫 인상에 비해 볼수록 매력인 배우더라구요/

영화에 대해 잔인하다는 이야기를 들어서 어떨까 하고 봤는데 초반 장면 외에는 대놓고 잔인한 장면은 직접적으로 안보여준 것 같습니다. 근데 여성 관객들은 기겁하거나 눈가리는 사람들 좀 있는듯 했습니다.

영화가 아름답고 잔혹하고 이런 장면들을 번갈아가며 보여주는데 초반 무섭게 느껴지던 인물들에 이입하게 되는 과정이 있고 트와일라잇 시리즈나 트루블러드 같은 장르에서 로맨스가 왜 필수요소인지 알게끔 하는 장면들이었습니다.

이런 영화들이 보통 기대 이하인 경우 많은데 배우들 연기와 연출이 좋아서인지 꽤 만족스럽게 관람한 영화였습니다. 이해는 안가더라도 그들에게는 슬픈 사랑 이야기
솔직히 난 모르겠다. 재밌지도, 재미없지도 않은 내가 정말 리뷰를 쓸때 가장 힘들어하는 그런 감상 후의 기분을 어떻게 풀어써야할지 모르겠지만 확실한건 이해가 가지 않더라도 그들에게는 슬픈 사랑 이야기였다는것. 그 누구보다도 뜨겁게 먹고 기도하고 사랑하라 랄까. 생각보다 소재에 대한 거부감이 그렇게까지 크게 들지 않았지만 아무래도 내가 이 사랑 이야기에 감흥이 없었던것 같다. 지루한듯 지루하지 않는 스스로 피를 칠하는 사랑은 어렵지 않은데 어려웠고, 난해하지 않은데 난해했다. 되게 정적인 분위기를 이어가며 가진 소재로 인한 분위기가 오히려 나를 환기시켜준 그런 느낌인데 남한테 추천할만한건 아닌것 같은 그런 영화였다고 해야할까. 평범하지 않기에 결국 시작과 끝은 정해져 있는걸까 싶은 모든것이 비극적인 인물들의 이야기 속에 나는 결국 어떠한 매력을 찾지 못한채 영화가 끝이 나버린듯 싶다. 어떻게보면 대단한 영화이기도하다. '쉽게 추천하지 못할것 같고' '재밌었다고도' 말 못하겠는 그런 영화지만 그렇다고 절대 '재미없었다고'는 말하기 싫은 그런 영화이니 말이다.
리뷰 전문 보기 핏빛 사랑일지라도 끝내 ‘사랑’에 방점을 찍게 하는 이야기
그럴 수밖에 없는 삶 같은 거, 나는 잘 이해하지 못하고 있었던 것 같다. 충분히 이해하고 있다고 생각했는데 그건 너무나 편협한 그리고 너무나 자신을 향한 애정에 기반한 확신이었던 것 같달까. '결국, 사랑'이라는 네 글자를 향해 피 흘리며 달려가는 이 영화를 보면서, 나는 '그럴 수밖에 없는 삶'에 대해 생각했다. 타인의 호의를 비집고 들어가 칼을 들이댈 수밖에 없는, 눈물이 앞을 가려도 끝내 코를 박고 씹어먹을 수밖에 없는, 그럴 수밖에 없는.

떠나갔든 떠나왔든 결국 외톨이가 되어버린 이들의 포개짐은 (적어도 내겐) 잔혹하지 않은 이야기로 남았다. 새빨간 피의 범벅도 둘 사이에선 그저 사랑을 칠하는 방식처럼 보일 만큼 아름답다고, 너무 간절해서 그만큼 아름답다고 생각했기 때문에, 그 마지막이 오히려 더 서럽고 서글플 뿐이다. 핏빛 사랑일지라도 끝내 ‘사랑’에 방점을 찍게 하는 이야기다. 그들만의 방식으로 그 사랑이 완성되었기를, 간절히 바라게 되는 이야기다. 감독을 생각하면 아쉽다. 티모시는 빛나지만 멜로드라마가 카니발리즘에 좀 많이 가려진느낌.. 27회 biff에서 관람. 인간의 창의력은 참으로 괴이하구나 얼티밋 러브 스토리. 배우들 연기가 매우매우 좋음. 테일러 러셀을 발견한 소중한 영화 어떤 사랑은 종착과 동시에 불멸을 선고받는다"
블레이드 러너," 지난해 10월 12일, SF 영화계의 한 획을 그었던 '블레이드 러너'의 속편 '블레이드 러너 2049'가 리들리 스콧과 드니 빌뇌브의 합작으로 드디어 선보이게 된다. 1982년 개봉 이후, 무려 35년 만에 속편이 세상에 등장했다. 게다가, '블레이드 러너'의 상징인 '릭 데커드' 역의 해리슨 포드와 '라라랜드'를 통해 극찬을 받았던 라이언 고슬링이 등장해 기대감을 한층 더했다.

오늘날에는 '블레이드 러너'가 SF 영화계보에서 반드시 알아야 할 영화이자 한 번쯤은 꼭 봐야 할 영화로 언급되고 있지만, 이 영화가 처음 사람들에게 공개되었던 1982년에는 비관적인 결말과 주인공 때문에 전문가들과 관객들로부터 혹평세례를 받았다. 그래서 '블레이드 러너'는 '저주받은 걸작'이라는 별칭 또한 가지고 있다.

개봉 당시에는 흥행참패를 겪었던 '블레이드 러너'였으나, 리들리 스콧은 아랑곳하지 않고 미국 극장판을 비롯해 감독판, 최종판까지 무려 세 가지 버전의 '블레이드 러너'를 선보였으며 이 때문에 관객들과 전문가들 입으로 쉴새 없이 오르내렸다. '블레이드 러너'를 접하지 않은 이들에겐 다소 이해되지 않겠지만, 영화를 보게 된다면 다들 공감할 수밖에 없다. 그만큼 이 영화가 끌어당기는 '마성의 매력'은 강했기 때문이다.

필립 K. 딕의 SF 소설 '안드로이드는 전기양을 꿈꾸는가?'를 영화화한 '블레이드 러너'는 1980년대에 좀처럼 보기 힘든 디스토피아를 구현했다는 점에서 독특했다. 물론, 리들리 스콧이 남들보다 한발 앞서 '에일리언'으로 모두를 충격에 빠뜨렸지만, '블레이드 러너'는 또 달랐다. 특히, 화창함의 대명사인 LA가 런던 형 스모그로 가득 차 어두운 분위기가 되었다. 부자가 지구를 피해 우주로 이민 가고, 끝없이 높은 마천루 밑에 동양인과 히스패닉이 살고 있다는 설정은 훗날 일본 애니메이션인 '아키라'나 '공각기동대' 등에도 지대한 영향을 끼쳤다.

그리고 이 영화의 주요 설정이자 극의 주요 내용인 인간, 그리고 인조인간 '리플리컨트'의 관계는 끊임없이 생각하게 만드는 요소였다. 처음에는 인간과 '수명 4년'이라는 족쇄를 가진 리플리컨트가 명확하게 구분되었으나, 지명수배가 걸린 리플리컨트 4인방('로이 베티', '레온', '조라', '프리스')을 뒤쫓는 과정에서 여느 인간과 다르지 않으며 인간들처럼 똑같이 살길 바라는 리플리컨트들의 모습을 보며 데커드는 혼란을 겪게 된다. 데커드 또한 리플리컨트가 아니냐는 숱한 논쟁이 이어져왔지만, 극 중 30년 후인 '블레이드 러너 2049'에 데커드가 등장한다는 소식과 함께 종식되었다.

데커드를 진심으로 사랑하게 된 또 다른 리플리컨트 '레이첼'과 데커드를 살려주며 굵은 빗방울 속에서 눈물을 흘리는 로이 베티의 모습은, 발전하고 있는 문명 속에 차갑게 식어버린 암울한 미래사회를 살아가며 기본적인 감정들이 메말라버린 인간들과 대조를 이루며 관객들에게 그동안 우리가 인간다움을 잊어버린 게 아닌가 하는 물음을 던지며 되돌아보게 했다.

당시엔 거의 사장되어 두 번 다시 나올 것 같지 않았던 영화이지만, 오랜 세월이 흘러 지금까지 많은 이들에게 회자되고 조명되다 35 년만에 후속작이 등장했다는 건, '저주받은 걸작'보단 '축복받은 명작'이라는 수식어가 더 어울릴지도 모른다.

우리가 흔히 생각했던 박진감 넘치는 여타 SF 영화와 달리, 단순한 줄거리로 인간성과 미래사회를 향해 복잡하고 많은 생각을 하게 만드는 '블레이드 러너', '블레이드 러너 2049'를 보기 전에 반드시 '블레이드 러너'부터 볼 것을 강력추천한다. 오는 2월에 재개봉한다니 이 또한 반가운 소식일 것이다.

원문링크 : http://www.munhwanews.com/news/articleView.html?idxno=79962 주제는 나와 맞지않고 상징도 서툴게 다루었지만 SF의 선구적이고 역사적인 작품이며 82년작임에도 불구하고 촌스럽지 않고 신선한 SF적요소를 사용했다는건 인정받을만하다 참신한 소재를 가장 깊고 어둡에 표현한다 자욱한 연기와 씁쓸한 재즈 음악 사이에서 인간성을 사색한다. 우리는 생각한다. 고로 존재한다. 그리고 고민한다. [리뷰] http://naver.me/50W6fGFv ”공포 속에서 사는 기분이 어때? 그게 노예의 기분이야.” .
우린 아직도 A.I의 진정한 뜻을 모른다. 단순히 복잡한 프로그래밍인가? 아님 학습하는 두뇌를 가졌나? 그럼 학습하는 것도 프로그래밍 된 게 아닌가? 진정한 인공지능이란 인간을 닮은 새로운 종족의 탄생이 아닐까 한다. 우리가 ‘그들을’ 두려워해야 진정한 인공지능이지 아니면 똑똑한 청소로봇과 머가 다른가.

곧 현실이 될 사람 형태의 A.I.는 인류에게 어떤 질문을 던질 것인가? 진정한 인공지능이란 어떤 것인가? 이런 기념비적인 영화들은 해답을 들려주는 게 아니라 질문을 던져준다.

*더 파이널 컷 4k 필 관람. “사이버 펑크 영화라 쓰고 블레이드 러너라 읽기...”
인간은 유토피아를 원한다.
하지만 우리의 욕심과 옅은 도덕성은 디스토피아를 만든다.

오래간만에 너무나 마음에 드는 SF 영화를 찾았다.
1982년도 작품이라기에는 CG도 어색하지 않았고
영화의 구조가 너무나 탄탄하다 느껴졌다.

21세기를 바탕으로 2019년도를 그리는데,
2019년이 훨씬 지난 2023년에 이 영화를 보는데도
진짜 살면서 지나온 그때가 생각나지 않을 정도이다.

영화 초반에는 한없이 어둡다. 설명으로 인해 지루할 수
있지만 한 프레임에 담은 도시의 전경이 싹 잊게 만들어준다.

마치 밝은 미래일 것 같지만 너무나 어둡고 유독성이 가득
한 비가 계속 내릴 뿐이다.

복제인간을 만든 ‘타이렐’의 피라미드 형태의 집은
인간들의 집에 빛을 가리는 듯한 형태이고
위에서 아래를 내려다보는 마치 창조주가 인간을 내려다보는 느낌을 선사한다.

복제 인간을 물건 취급하며 ‘폐기’라는 단어를 쓰는 것을 보아 어떠한 사람이라 인정을 받지 못함을 알 수 있다.

윤리의식을 잊은 듯한 로봇보다도 감정 없고
차가운 인간성을 가진 인간과
동료애 등의 감정과 기억을 가지고 살아가면 진짜 인간들보다도 따뜻하게 살아갈 수 있다는 복제 인간.

로이의 마지막 대사에 위와 같은 철학적인 질문을 던진다."
소셜 네트워크," Social Network Service 대신 Social Network
1. 우리는 살아가면서 다른 사람들과 상호작용하고 집단에 소속되며 사회적 관계를 형성한다. SNS의 등장은 이러한 사회적 관계의 형성을 그 어느 때보다 쉽게 만든 충격적인 사건이었다. 물론 SNS의 활용과 관련해 여러 문제들이 발생하고 있기도 하다. <소셜 네트워크>는 이러한 세태를 페이스북의 창립자인 마크 저커버그를 통해 스크린 위에 펼쳐 보인다.

2. <소셜 네트워크>는 간단히 말해 기대와 다른 방향의 영화다. 영화는 일반적인 창립자 성공신화를 거부하며, 소재인 페이스북도 큰 비중을 차지하지는 않는다. 그냥 영화의 배경 정도. 그래서 영화의 내용이 실제와 얼마나 비슷하냐도 그리 중요하지 않다. 오히려 영화는 마크와 그의 주변 인물들의 '관계'에 집중한다. 그래서 영화의 제목도 소셜 '네트워크'다.

작중 마크는 연애, 동아리, 학교 등 모든 인간관계에서 실패한다. 그는 페이스북을 만들고, 성공하고, '션'으로 대표되는 새로운 사람들을 얻지만 정작 그의 주의 사람들은 그를 떠나간다. 왈도는 'I was your friend, the only friend 난 너의 가장 친한 친구였어, 유일한 친구'라고 내뱉으며 그와 절교하고, 그의 변호인들은 그를 이해하지 못하며, 작중 모든 일의 발단인 전 여친은 끝내 페이스북 친구 요청을 받지 않는다. 결국 그는 철저히 혼자 남는다.

이처럼 마크가 겪는 사회적 관계의 변화는 영화를 보는 모든 사람들에게 오버랩된다. 마크처럼 많은 이들이 사람들과 새로운 연결과 소통의 창구인 SNS의 가능성에 열광했지만, 오히려 그 어느 때보다 외롭고 고립된 사람들의 수는 증가하고 전통적인 오프라인 형태의 인간관계가 더욱 소중해지고 있다. 그리고 이러한 역설은 마크 저커버그가 다름 아닌 페이스북의 창립자이기 때문에 더 충격적으로 다가온다. 영화의 소재와 주제의 모순이 주는 충격인 셈이다.

3. 이러한 스토리와 주제가 살아날 수 있었던 가장 큰 이유는 당연 뛰어난 시나리오였다. 각본가인 아론 소킨은 자칫 진부한 성공신화일 수도 있었던 스토리를 젊은 감각으로 편집해 차갑고, 냉정하고, 객관적인 분위기의 각본으로 재탄생시켰다. 전기 영화에 법정극 요소(소송과 협상)를 더한 그의 선택은 자칫 평면적으로 제시될 뻔한 이야기를 시간과 인과관계에 구애받지 않고 자유롭게 전개시켜 나간다. 그와 동시에 협상 테이블에서 발생하는 긴장감을 영화적 서스펜스로도 확장시킨다.

또한 각본 상 <소셜 네트워크>는 인물들을 비우호적으로 동시에 입체적으로 묘사한다. 예를 들어 마크에 대한 묘사를 보면, 냉혹한 사업가에서 후회, 열등감, 미련으로 점철된 루저까지 거침없이 드러내며 생동감 넘치는 캐릭터로 구축하는 데 성공한다. 이는 단지 마크뿐만 아니라, 왈도와 션 또한 마찬가지다. 배우들의 연기가 큰 힘이 되기도 하는데 제시 아이젠버그, 앤드류 가필드, 저스틴 팀버레이크는 자신들에게 주여진 캐릭터에 완벽하게 녹아든다. 소심하고 트라우마에 가득하거나, 부드럽다가도 순간적으로 감정이 터져 나오거나, 언제나 능글맞은 전혀 다른 3명의 캐릭터를 형성한 것이다. 이처럼 <소셜 네트워크>의 시나리오는 전기 영화들이 쉽게 빠질 수 있는 평면성과 조심성의 함정을 배우들의 열연에 힘입어 영리하게 피해 간다.

4. <소셜 네트워크>를 이야기하면서 나인 인치 네일스의 OST를 빼놓을 수 없다. 흔히 '짐머레스크'로 대표되는 근래 할리우드 블록버스터 음악의 트렌드에서 벗어나, 신디사이저의 전자음을 적극적으로 활용해 도시적이고 차가운 느낌을 주는 음악은 페이스북이라는 소재처럼 영화의 분위기를 젊고 감각적이며 '쿨'하게 만들어준다. 감정이 가장 격렬하게 터지는 순간조차 음악은 침묵 속 웅웅거리는 사운드를 통해 이를 차갑게 식힐 뿐이다. 이처럼 <소셜 네트워크>의 음악은 주요 인물들의 심리를 효과적으로 환기시키면서 극적인 효과를 더해준다.

하지만 아무리 좋은 각본과 음악이 있다 하더라도 감독의 연출과 편집이 시원찮다면 좋은 영화가 될 수 없다. 다행히도 <소셜 네트워크>는 데이비드 핀처라는 훌륭한 감독과 함께한 작품이다. 실제로 <소셜 네트워크>는 리듬감이 굉장히 좋다. 이는 강조와 생략이라는 편집의 미학이 빚어낸 결과물이다. 슬로 모션과 클로즈 업을 활용해 특정 씬에서는 확실하게 힘을 주며 호흡을 늦추다가도, 현재와 과거를 오가는 장면에서는 적절한 순서 배치나 전환하는 타이밍으로 과감한 생략을 통해 영화의 속도감을 끌어올리기도 한다. 덕분에 관객들은 유려하게 연결된 인물들의 감정선, 정교한 플롯과 서사를 즐길 수 있다.


5. 이렇듯 <소셜 네트워크>는 싶은 스토리, 정교한 각본, 도시적인 음악, 속도감을 살린 편집과 연출, 뛰어난 연기가 잘 어우러진 작품이다. 그 결과 <소셜 네트워크>는 성공한 사람을 동경하거나, 그에게 감정이입을 하는 작품이 아니라 객관적인 자세를 유지하며 작중 인물들을 관찰, 비판하는 영화가 되었다. 영화를 보면서 인물들을 비판하며 동시에 관객들은 자기 자신의 모습도 돌아볼 수 있는 셈이다. 공감을 불러일으키는 영화는 많지만, 그렇다고 그 영화들이 모두 영화 밖의 세상까지 돌아보게 만들지는 못한다.

E (Exceeds Expectations 기대이상)
재료는 신선하고, 레시피는 능숙하고, 맛은 차갑게 씁쓸한.
리뷰 전문 보기 #💻 뒤쳐지지 않기 위해서 뒤에 제쳐둔 것들. 페이스북의 시작에 대해 미화 없이 솔직한 모습을 보여줬다고 생각함. 아이디어란 사라지는게 아냐 도전적인 창업 스토리, 팽팽한 법정 다툼 스토리, 모든 걸 완성시킨 날카로운 연출. 어쩌면 광인들 조차도 빛바랜 추억이 담긴 화면 앞에선 한없이 작아질지도 현실은 프로그래밍 되어있지 않아서, 아무리 F5를 눌러도 고장난 관계가 뚝딱 새로 고쳐지지 않는다. 단순한 스토리 덕분에 돋보이는 완급조절과 연출력 . 마크 주커버그가 천재로 불리기 위해 스스로 노력한 점이 없는 것은 아니지만, 성장 과정에서 주변 사람들을 희생하였다는 점은 - 부정하고 있지만 - 부정할 수 없는 사실."
저수지의 개들," . 이게 데뷔작이라니 놀랍다 역시 명감독은 떡잎부터 달라 이빨로 조지는 영화 타란티노를 거쳐간 피보다 붉은 침이 낭자하는 미스터들의 마피아 테이블 30분 짜리 단편으로 만들 수 있을 법한 소재를 가지고 2시간을 끌고 가지만 하나도 지루하지 않아서 놀라움. 역시 일처리는 프로페셔널하게. 역시… 세상은 아방수가 이기는 세계관 01:02:00 초점 둘다 잡으려고 합성한건가 모든 걸 보여주지 않는 듬성한 영화지만, 그 구멍을 관객의 상상력으로 메운다. 이 감독 영화 중에 제일 나은듯"
레퀴엠," 이정도면 감독이 마약을 한게 아닐까 계속 귓가에 맴도는 마약 장면의 효과음. '습습.췩.크르르르르.휘이익' 가혹행위 속에서 빠져 나올 수 없는 처절한 발버둥. 섬찟. 영상과 음향을 가지고 논다. 극단적이고 강렬한 메시지 현실 없이 꿈을 좇던 공허한 영혼들의 예정된 파국. .
마약 중독보다 휠씬 무서운 ‘외로움’

이렇게 뻔한 스토리를 신기에 가까운 편집과 연출로 세상에 둘도 없는 작품을 만들어냈다.

스스로 망가지는 선택을 한 인간들의 마약 중독은 하나도 동정이 가진 않지만, 마약 중독보다 휠씬 강하고 섬찟하게 표현한 외로움과 잘못된 약물 중독에 대한 이야기는 정말 안타깝다. 천재적인 마약예방영화...하지만 영화에 중독될 것이다 강렬하게 재현된 체험이 그 어떤 방식보다 탁월하게 주제의식을 포괄한다.
강렬하게 재현된 체험이 그 어떤 방식보다 탁월하게 주제의식을 포괄한다. 엘렌 번스틴을 위시한 영화 속 배우들의 미친 연기력에 더해진 화려하고 충격적인 시각적 효과와 촬영, 편집, 음악은 이 무시무시한 영화가 담아낸 중독으로 발현한 욕망의 파괴력과 고통을 오롯이 드러내는데 일조한다. 실험적이고 파괴적인 장면연출이 중독이라는 소재와 뒤섞이며 만들어내는 감각적인 이미지와 미장센, 은유가 폭발적인 화학작용을 일으키며 누구도 부정하지 못할, 부정해서는 안되는 이 영화의 메시지를 완성하였다."
스파이더맨 3," 흘려보내야 될걸 너무 많이 주워담았다. 자신을 잃어버리게 만드는 힘을 마주했을 때. 베놈을 그냥 이렇게 소비해버리다니. 스토리는 1,2편보다 못하지만 그래도 재미있다 빌런이 너무 많으니 정신없다. C 베놈+샌드맨+고블린... 장점일줄만 알았던 이 세명의 조합이 영화를 난잡하게 만듬 하고 싶은 얘기가 너무 많아 아쉽다 너무 아쉽다 하나의 영화에 너무 많은 고난을 집어넣었다 그래서그런지 영화를 보는내내 보는사람이 다 고단하다."
매그놀리아," 누군가 '영화적인 것'이 뭐냐고 물으면 난 이 영화로 답할 테다 감독의 초기작임에도 거장의 노련미를 보는 듯한 느낌을 주는 뛰어난 완급조절. 그리고는 갑자기...
[부기 나이츠]로 세계의 중심에 선 폴 토마스 앤더슨의 야심찬 다음 영화. 톰 크루즈, 윌리엄 H. 메이시, 존 C. 라일리, 줄리앤 무어, 필립 시모어 호프먼, 유작이 된 제이슨 로바즈까지 여러 가지 인연의 타래로 얽힌 인간 군상을 등장시켜 잊기 어려운 과거와 지우기 어려운 상처들에 대해 얘기한다. 중반부 퀴즈쇼 세트장의 트래킹 샷 등 여러 장면에서 기억에 남는 연출력을 과시하는 감독이지만, 때론 그 연출력의 과잉을 보여주고 있다는 느낌도 받았다. 특히 중반부까지 계속해서 여러 등장인물들의 행동을 극적인 삽입곡과 함께 교차편집해 보여주는, 마치 클라이맥스를 앞둔 빌드업 같은 시퀀스가 3시간짜리 영화에서 절반 지점까지 서너번 등장하는 것을 보며 피로감까지 느껴졌다. 그리고는 클라이맥스에선 정말 영화가 아니면 예상도 못할 대사건이 벌어지는데... 오히려 예상도 못했기 때문에 그 이후부터 다시 흥미를 갖고 지켜볼 수 있었다. PTA가 각본 및 연출을 맡아 말하고자 하는 상처와 치유와 만남의 서사시는 흥미롭고 화려한 배우진은 그 명성에 걸맞는 연기력을 보여주지만 앞에서 말했듯이 둘 모두 과잉이 뿜어져나오는 대작이자 괴작이다. 이보다 더 긴 하루가 있을까? 관계에서 절망하고 관계에서 구원받고 29살에 어떻게 이런 각본을 쓰고 이런 영상을 만들수 있을까? “상처받은 영혼들의 용서와 이해”
어떠한 장면 하나라도 빼놓을 수 없었던 영화
모든 장면들이 미장센이었고 전하고자 하는 메시지가
다 담겨 있었다.

각기 상처받은 영혼들의 용서와 이해가 담겨있던
이 영화는 퀴즈 쇼의 제목과는 반대로 어린 시절에 있었던
아픔을 어른이 되어서도 기억하고 있다.

우리도 누군가에게 상처를 받은 기억이 있지만
또 반대로 상처를 줬을 수도 있다.

하늘에서 개구리가 떨어지는 장면은 과거의 실수와
상처가 여기서 끝을 내는 것이 아니라는 의미.
심판을 할 수는 없지만 너그러이 용기와 용서를 베풀라는
의미를 가진 개구리 비의 장면이 기억에 남는다.

아픈 과거를 잊지 못하고 자라는 영혼이 더 이상은 없도록
우리는 반성하고 노력해야 한다는 생각이 문득 떠올랐다. 정답이 없는 삶에서 정답을 갈구하며 판단하는 잘못된 갈증은 과거가 되어 자신을 괴롭히고 가장 소중한 것을 잃게 되어간다 거짓말 같은 우연처럼 만난 진솔함의 고백. 딛고 일어선 아름다운 한 송이의 꽃과도 같다. 나앞에 있는 너, 우연일까 필연일까 인생은 극적이다"
아메리칸 싸이코," ㅋ.. 현대적 개념의 사이코패스가 거의 처음으로 등장했던 영화. 크리스찬 베일의 새로운 시작점 같았던 영화. . 잔인하고 자극적인 스토리와 장면들로 감춰놓은 미국사회에 강박과 허영, 그리고 계급의식. 오직 말초적인 자극이 아닌 풍자와 메세지로 가치의 차이를 만들어낸다. 감각적이고 세심한 디테일의 연출과 그것들을 잘 살려내는 크리스챤 베일의 연기도 놀라울 다름. 가지고있는 이야깃거리를 잘 꾸며낸 잘만들어진 스릴러다. 위선의 가면을 뒤집어 쓴 싸이코들의 사회. 강박에 숨 막혀 죽을 지경😵 월스트리트를 메워야... 아무렇지 않게 잔인하게 죽이는 것 또한 섬뜩하지만, 그 속에 내포된 물질만능주의의 폐해가 더욱더 섬뜩하다"
쏘우," 시리즈 중 가장 깔끔한 편 러닝 타임 내내 심장을 조여오다 마지막에 뒤통수를 후려친다. 진실은 가까이 있었다. 영화 자체가 하나의 트릭 같다. 충격과 공포의 통수 얼얼 미칠듯한 긴장감, 예상치 못한 반전 그리고 충격적인 결말까지. 그 모든 것이 가히 전율적이다. 쏘우 1,2는 레전드다 <쏘우>에 대한 확실한 비전을 가지고 있다는 것을 유감 없이 보여주는 단편."
타인의 삶," .
비밀경찰로써 오로지 남을 심문하고 감시하기만 하던
냉혈한의 주인공이 한 예술가 커플이 사는 집을 감청하게
되면서 그들의 이야기에 빠져들다가, 점점 감정이라는게
살아나고 변화되는 모습을 그라데이션 처럼 보여줌.

<이퀼리브리엄> 의 주인공이 생각나기도.

국가를 비난하는듯한 말을 아빠가 했다는 아이에게
반사적으로 아빠 이름이 뭐냐고 물었다가도-
“아니 니가 들고있는 공의 이름이 뭐야” 라고 요상한
농담(?)을 하는 장면이 기억에 많이 남는다.

*이 영화에서 예술가 커플의 여성을 탐하는 부패한 장관이
<베를린> 에서도 전지현을 탐하는 관료로 다시 나오는게
재밌었음 ㅋ 타인을 통해서야 가치를 판단할 수 있는 엄혹한 사회 대한민국은 여전히 사찰 중 타인의 삶을 통해 다시 찾은 자신의 삶. 타인의 삶을 감시하는 타인의 삶을 지켜보는 우리는 아름다운 영혼을 위한 소나타의 자격이 있는지. 가슴이 먹먹해 지는 라스트씬. 죽기전에 꼭 봐야 할 영화. 타인의 삶이 인생을 바꿀 수도 있다. 나혼자 산다 - 비밀정보원 편. 아. 형 왜 그러는거야. 막 그런 느낌. .
이 영화 제목 <타인의 삶>은 왠지 철학적이다..

‘나의 삶’과 ‘타인의 삶’은 선명하게 분리된 것인지
아님 모호하게 뒤섞인 공유된 공간이 함께 존재하는 것인지
60년 넘게 살아본 나로서도 간단히 정리할 수가 없다..

<타인의 삶>은 스릴러 장르의 영화 형식을 취하면서
그렇게 깊은 이야기를 담아내겠다는 신호를 보낸다..

게다가..대한민국 1961년생 관객으로서
왠지 기시감이 드는 ‘동독’의 이야기를 틀로 갖추었다..

국가권력과 개인의 자유 그 사이의 추는
오랜 세월 그 누군가 <타인의 삶>들에 의해
엄청나게 개선되었지만
여전히 그 추는 불균형의 어느 지점이다..

그럼에도..
이 영화 <타인의 삶>은 인류를 향해
보편의 희망을 이야기해서 좋다..
어쩌면 그것이 진정한 인문과 예술의 힘일테니까..

인류에게 엄연하게 상존하는 ‘욕망’과 ‘권력’은
결코 선과 악으로 양분할 수 없는 현실이고,
어제의 역사와 오늘의 현실 또한 다르지 않은데,
그래서 우리는 종종 좌절하곤 하는데,
<타인의 삶>은 ‘의지’ 따위(?)를 웅변하지 않는다..

집요한 욕망과 권력의 메카니즘 속에서
그저(?) <타인의 삶>을 관찰(사실은 ‘사찰’이지만)한 누군가가
그로 인해 ‘나의 삶’이 반전될 수 있음을 건조하게 이야기한다..

그 건조함의 백미는..
(스포일러가 될까 저허하여 토를 달지는 못하나)
다소는 힘빠지는(?) 영화의 마무리 대사일지도 모르겠다..
(외국영화에 늘 들리던 영어가 아니라, 낯선 독일어라는게 참 좋았다..^^)
“HGW XX/7 gewidmet, in Dankbarkeit.”
“Geschenkpakung?”
“Nein, das ist für mich.”

암튼..나로선 다소 늦은 2023년 첫 영화가
<타인의 삶>인 것은 어쩌면 행운이고,
그래서 감사로 시작할 수 있어서 감사하다..

20230121 Watcha (23.01) 제작년도 2006년

덧1) 무척 좋아하는 영화중에 <리스본행 야간열차>가 있는데,
<타인의 삶> 여주 마르티나 게덱(크리스타 역)이
거기서 조연으로(안과의사) 등장했던걸 나중에 알았다..
다시 확인해봐도 7년의 세월때문인지, 연기력때문인지
분위기는 사뭇 달라서 쉽게 알아보지는 못하겠더란..

덧2) ‘비즐러’역의 남주 율리쉬 뮤흐의 연기력이 무척 인상적이었는데,
영화를 보고난후 검색해서 알게된 사실이 마음을 짠하게 했다..
실제 동독 출신이었고..<타인의 삶> 개봉 1년후 2007년에 위암으로 사망했다고.."
