titles,reviews
우리영화,
환혼,"무덕이가 좋았다고요ㅜㅜ 판타지로 나쁘지 않은왜꼭드라마가 무겁고 교훈을 줄필요없잖아 가볍게 숨쉬듯 보는 드라마도 있는거지 유치한게 왜진짜 너무너무 재미있었어요. 이재욱님의 발연기가 정말 뛰어나답니다. 재치있는 대사도 이 드라마의 묘미예요.아주 좋았다 캐릭터들도 좋고 스토리도 무난하고 흥미진진했다 2부에 여주를 바꾸는 어처구니만 아니었다면... 납득이 안되는 억지스러운 설정으로 기껏 만든 서사를 다 버린이유가 궁금하약간 만화같은 내용이긴 하지만 무협이나 판타지 좋아하면 재미있게 볼 듯. 무엇보다 등장인물들의 귀여움이 한몫 한다.처음에 이해하기가 힘들었지만 끝까지 재밌게 봤습니다무덕이가 계속 그리워질 것 같은, 무덕이를 놓지 못하게 되는 마무리.1화부터 쉴드 쓰고 아이스에로우 쓰고 아주 그냥 난리났네. 내가 어렸다면 재밌게 볼 수 있었을까. 코믹파트로 바뀌고부턴 개재밌네ㅋㅋㅋㅋ어라 유치한가 싶어도 보다보면 재밌어서 자꾸 챙겨보게 됨 한국 무협물 나와서 좋음별 기대없이 봤는데 재밌습니다 이재욱님 츤데레 역쉬 잘 소화하시네요"
이 사랑 통역 되나요?,
미지의 서울,박보영의 1인2역. 상당히 기대된다
궁,"말도 안되는 입헌군주제 황실로맨스는 가히 충격적이었지만 그만큼 또 흥미롭기도했던 드라마. OST도 꽤나좋았던.그 시절을 생각나게 만드는 추억의 드라마. 드리마 내용보다 “사랑인가요~”노래가 먼저 떠오른다. 리메이크해도 흥미로울 듯. 대신 미술감독님의 열일이 필요.이틀밤 내리 새서 한번에 다 봤다. 가끔 이런 유치한 드라마가 세계 최고로 재밌다는거.미흡한 연기에 아쉽지만 20대의 주지훈, 윤은혜, 송지효의 신인시절을 볼 수 있는 드라마. 궁의 미술감독님은 아직도 레전드.오래전의 드라마이지만 지금보아도 손색없는 세련된 연출과 심미적인 요소를 볼수있음. 궁을 이루는 한국적인 요소들이 좋고 세트의 아름다움, 배우들의 의상이 일품이였음.어릴 적의 추억 언제 봐도 그 시절로 돌아가는 기분대사와 주연배우들의 연기는 좀 서투르고 어설플지 몰라도 그것이 2006년 방영한 <궁>이라는 작품을 더 매력있고 특별하게 만들어주는 것 같다. 대사는 촌스럽지만 러닝타임 내내 화면을 꽉 채우는 화려하면서도 정갈하고 특색있는 미술소품은 20년이 지나서 봐도 촌스럽지 않고 오히려 Y2K 감각을 제대로 추억할 수 있게 만든다.
한 시대를 풍미하는 대표 드라마가 되기에 충분한 드라마다.
2006년의 공기, 주변 풍경, 말투, 문화 모든게 궁 안에 들어있다. 그때의 나도 같이 추억하게 만드는 신기한 드라마다.사랑인가요. 그대 나와 같다면. 시작인가요 🎵내 인생 최고의 드라마 원작 만화 만큼 아름답고 소녀의 감성을 잘 표현했다 주인공 채경의 마음이 안 좋아질 때면 나도 덩달아 내 마음에 비가 내리곤 했다대사들이 너무 붕 떠 있지만, 아직은 리얼리즘이 반영된 대사가 정착되기 전이라고 참아본다."
완다비전,
반짝이는 워터멜론,"초반 아역이 연기한 반짝이고 따뜻한 드라마의 느낌때문에 더 몰입이 되었고 신선한 스토리와 주연배우들의 연기합이 좋다고 느껴졌다.엔딩이 살짝 아쉽지만 그래도 오랜만에 반짝이는 배우들과 이야기를 만나서 힐링됨 부모도 자식도 결국 서로에게 가장 든든한 편이 되어줘야겠단 생각이 들었다청춘물이지만 마냥 청춘드라마라고는 할 수 없는.. 반짝이는 순간을 함께 할 수 있고 그 시간을 함께 기억할 수 있는 건 행복이다야아아악간의 병맛은 귀여움으로 봐줄 수 있다~가장 반짝일 수 있을 때 반짝이는 사람들과 반짝이는 마음을 전해보자. 인생이여, 만세!사실 청춘 드라마는 케미만 잘 맞아도 재밌다. 그런데 케미는 기본이고 스토리라인이 아주 정성스럽다. 막화까지 완전히 용두용미!!!! 모든 걸 다 잡았다!오랜만에 힐링되고 강동적인 작품을 본 것 같다. 여운이 남는다코다 관련 이야기를 보여준것도 신선하고 이 드라마가 사람들이 수어에 관심을 가지는 계기가 될거같음 !! 중반에는 약간 삐끗했지만 높게 평가할 점이 많으니 4점 👍아역배우가 너무 연기를 잘해서 보는 동안 마음이 아렸습니다! 그리고, 특히 일렉 캐논 버전 너무 좋아하는데, 주제곡처럼 자주 나와서 보는 동안 너무 좋았어요!청아야... 행복해라🥹 이찬이가 마법의 성 불러줄 때 오열했다. 남일같지 않아 은결이에게 감정이입하게 되어 함께 간절해지고 더욱 마음에 와닿았던, 따뜻한 작품."
독수리 5형제를 부탁해!,돌싱이만 악착같이 독수리술도가를 살리기위해 시동생들과 고군분투하며 사는 여주에 대기업의 회장이 나타나고 그둘의 로맨스사이에 끼어드는 현실
엄마친구아들,
사계의 봄,
노멀 피플,
새어나오는 신음소리는 키스로,
