titles,reviews
오늘부터 신령님 2기,"오늘부터 신령님 2기 더빙진짜 후유증 개심함ㅜㅜ토모에 존잘ㅜova까지 다 봤는데 진짜 너무 재밌었고 저번달에 봤는데 아직도 생각남.. 너무 재미있었음 ㅜ 다들 꼭 보세요 인생ㅇ애니 ㅜㅜㅜ원래 3기 제작예정이였으나 무산되고 2기로 끝난 작품. 1기를 본 사람이면 2기의 마지막 대사가 계속 맴돈다 완벽한 서사와 캐릭터 디자인, ost까지 너무 좋다왜....제작한건지 모르겠음 재미없어토모에 나나미 ❤ 행복해라.미쳤음 그냥 모든게 이어져있던 거임"
헬로 월드,"연출이 역대급이다그 무엇도 아닌 단지 '너'라는 이유만으로 (B-, 67/100)사랑이란 이름의 자기 자신을 구한다는 것.킬링타임으로 볼만한 영화"
그 여름,"솔직히 이건 수이가 씹 진국이다..

축구하다 공 맞은 걸로 일주일 씩이나 딸기우유 사들고 문안 와주고..

사귀면서 같이 사는 미래 설계도 혼자 다 하고, 정비사 공부도 열심히 해서 집도 구해서 여친 동거까지 시켜주기까지 하고.. 근데도 사랑하긴 하는거냐고 끝까지 억까 겁나게 당함.

그냥 스포츠 좋아하는 것도 호감인데 엄청 열심히 살기까지. 그렇게 밤낮을 투 트랙으로 살면서 운동까지 꼬박꼬박 하는 거 진짜 쉬운거 아닌데 ㄹㅇ..

그에 반해 이경이?

수이는 열심히 기술배워서 취업하고 집도 샀는데 급 떨어져보인다고 부끄럽다고 바로 내려치기.. 고졸비하는 사실 얘가 제일 많이 한듯

그리고 애인이 바 가지 말아달라고 돌려서 말해주니까 꼭 외롭느니 하면서 굳이 가가지고 결국 바람 나기까지..
(영화에선 분위기 좋게 그려서 그렇지 사실상 게이가 애인 있는데 게이바 간거.. 남자가 여친 사귀는데 클럽 간거랑 비슷한듯)

수이는 애인이 와달래서 힘들게 일 끝내고 인사 와줬는데, 게이바 다른 사람이 트라우마 건드려서 조금 실언한거가지고 이경이는 바로 못 참고 폭발..

결국 이경이는 게이바에서 바람나고 환승했다가 1년도 안되서 차였죠?

그에 반해 수이는 안색 안 좋아진 이경이 알면서도 응급실까지 데려가주기까지;;

내가 볼 땐 수이가 잘못한 건 좀 묵묵한 성격밖에 없다..

혼자서 많은걸 책임지고 애인 걱정시키고 싶지 않았던 든든한 국밥 같은 녀석.. 존경합니다개인적으로 전개가 조금 아쉬운 마음이 있으나 수이와 이경의 스토리와 그를 더 아름답게 만들어주는 멋진 작화와 음악이 너무 좋았다.🌿 작화 정말 최고…💚1. 짧은 러닝타임이어서 아쉬웠지만 작화는 훌륭했다.
2. 공감가지 않는 소재라서 개인적으로는 불호였다.상상 속에서만 움직이던 수이와 이경이가 애니메이션으로!그 여름, 우린 서로에게 빠져 들었지만 세상은 우리를 갈라 놓을뿐시작과 끝을 같이 한 느낌바람피지마세요억척걸과 아방걸이 연애하다 환승 연애? 지긋지긋혀~"
미라큘러스: 레이디버그와 블랙캣 시즌 4,뇌절여태까지 봣던 화 중에서는 제 기준 4가 젤 재밋는거같아요 ~~
오란고교 사교클럽,"내 인생 처음이자 마지막 역하렘물… 기타 전주는 지금 들어도 전율이 느껴진다. 옛날 애니라기에는 작화랑 연출도 정말 훌륭하다. 내 인생 애니 중 하나당신들 왜 제 마음을 훔쳐가요? 웃기게..솔직히 내용은 뻔하고 유치한데.. 그래서 좋은 애니. 그 시절 작화, 연출이 재밌다. 오랜시간 사랑받는 애니메이션은 이유가 있는 것 같다.장르물 같은 탄탄하고 작품성 높은 애니가 아닌 가볍게 덕질 하듯 빨려드는 애니. 나... 이 캐릭터들 좋아했네...몇안되는 여성향 애니중에 더빙도 레전드. 순정만화 좋아하는데 오란고교 안 본사람 있나요? 💥🔫탕 없네요.너무 재밌고.... 너무 귀여움!!!!!옛날 그림체지만 볼만함. 보기 힘든 사람은 걍 견디고 봐라 그럴만 하다. 캐미 보기도 좋고, 인물 설정 보는 재미도 쏠쏠하다.오란고교 사교클럽 더빙정주행 100번은 더 했지만 아직도 히카루랑 카오루는 구분 못 한다ㄹㅈㄷ오타쿠만화 - 2022.06.04"
카구야 님은 고백받고 싶어 ~천재들의 연애 두뇌전~,"나 러브코미디 좋아했네...간만에 웃으면서 본 애니임 일본애니가 제목에서 좀 거부감을 주는게 있는데, 그냥 한번 가벼운 마음으로 보면 생각보다 수작인게 많은거 같음럽코 두뇌전.. 이거 못 참지,, 카구야가 너무 귀엽다카구야 님은 고백받고 싶어 ~천재들의 연애 두뇌전~ 더빙정말 특이한 러브코미디였다. 과하다고 느낄 수도 있지만 그게 묘미. 연출때문인지는 몰라도 스토리가 제대로 흐르지 않는다는 생각이 드는 건 어쩔 수 없는건가? 제발 누구 한명이라도 고백했으면.걍 명작임머리싸움 오짐보다보니 어..? 재밌네가볍고 귀엽고 재미있는 잘 만든 러브 코미디이다.흥미진진 재미있음 추리 공포 코미디 멜로 순정 사랑 다 들어 있는 좋은 작품"
중2병이라도 사랑이 하고 싶어! 극장판,
란마 1/2 극장판 - 결정 도환향!! 신부를 되찾아라!,란마 1/2 극장판 - 결정 도환향!! 신부를 되찾아라! 더빙
미라큘러스: 레이디버그와 블랙캣 시즌 1,
사랑의 하츄핑,
그 비스크 돌은 사랑을 한다,"신선한 주제 + 캐릭터들이 재밌고 귀여움. 다만 바다 편 작화가 조금 아쉽다코스프레에 관한 내용이 주를 이루는데 관심 없는 사람은 영 재미 붙이기 힘들 듯그 비스크 돌은 사랑을 한다 더빙<닥터후> 를 너무 좋아해서 코스프레도 몇 번 하고 행사도 몇 번 참석해봤었다. 꽤나 마이너한 문화구나 특히 일본 쪽은 더 그렇구나 싶었는데 그런 코스프레 좋아하는 애니덕들이 참 공감하고 울면서 봤지 않을까 싶은 만화
캐릭터 움직임이 사실적이고 분위기가 차분해서 꽤 잘 봤다. 너무 오바하는 바보같은 건 뇌가 지쳐 ㅋㅋ
230322
-
(에피소드 1)
1. 인형 장인 할아버지를 따라 인형을 사랑하는 왓짱 와카나 고죠. 그래서 줄곧 친구없어, 지금은 고딩 ㅜ
2. ""자신의 기분은 자신을 위해서라도 제대로 말해야 해"" 사람과 어울리는 게 불편해서 호구를 자처하는 와카나에게 가르침을 주는 퀸카 키타가와
3. 마린 키타가와의 코스프레 덕후고 ㅋㅋㅋ 쿠로에 시즈꾸땅 코스 준비중인데 ㅋㅋ 옷 만드는 실력이 영 별로라 ㅋㅋㅋ 와카나랑 쌍 되겄네 ㅋㅋㅋ
(에피소드 2)
4. 근데 시즈꾸땅이 나오는 시리즈는 ㅋㅋㅋ 성노예를 부리는 하렘물 에로 미연시에 애니 ㅋㅋㅋ
5. 숙맥이 야한 여자애한테 당황하는 그 클리셰네 ㅋㅋ 키타가와는 아무렇지 않은 척 부끄러울게 뭐냐는 듯 당당순수한데 그럴리 없잖아 ㅋㅋ 에로게임 덕후가 ㅋㅋㅋ 다 알잖아 ㅋㅋㅋㅋ
(에피소드 3)
6. ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 옷 만들려고 자료 달랬더니 게임 타이틀 줘서 하다가 ㅋㅋㅋ 모닝우드에 자위함 ㅋㅋ
7. 키타가와의 친구 노아, 단발씨, 장발씨
8. 옷을 만들어야하는 시간은 2주 뿐 ㅋㅋ
(에피소드 4)
9. 아니 무슨 ㅋㅋㅋ 손자가 친구랑 스타킹 쇼핑했다고 쓰러져서 응급실 가시냐 ㅋㅋㅋ 너무 만화적이네 ㅋㅋ 아니면 복선인가
10. ""좋아하면 힘들때도 힘낼 수 있는 법이거든. 좋아하길 잘했다고, 기분이 좋기도 하고 말이야""
11. 거절을 못해갖고 바보같이 ㅋㅋ 시험준비하면서 할아버지 대신 가게 투어 대응하면서 옷도 만들었던 고죠 ㅋㅋ
(에피소드 5)
12. 결국 코스 이벤트에 참가하고 계속 계속 반해버린 와카나는 히나 인형에게만 쓰는 ""예쁘다"" 는 말을 해버림
(에피소드 6)
13. 마린도 와카나에게 반함
14. 와카나는 부모님이 안계셔서 할아버지와 삼. 마린의 엄마는 돌아가셨고 아빠는 먼데 전근가서 혼자 살아
15. 마린이 좋아하는 신비주의 초중생 코스어 이누이 사쥬아 ""쥬쥬""가 할아버지와 우연이 되어 집에 옴. 아니 그 이거도 야한거냐고 ㄷㄷ 중학생 맨몸을 왜 보여줘 ㄷㄷㄷㄷ 하렘물이네 ㅋㅋ 아니 근데 와카나보다 한살 많아 ㅋㅋ 걍 몸매가 애기야 ㅋㅋㅋ 맨몸 구석구석 다 보여진거 빌미로 의상 만들어달라고 의뢰 ㅋㅋㅋ
16. 쥬쥬의 의뢰는 프린세스 릴리 ㅋㅋㅋ 아니 왜 하필 백합이야 ㅋㅋ 장르 그렇게 갈거야? ㅋㅋ 원작도 빌런이 사실 친언니였다고 흑화하면서 커플되는 ㅋㅋㅋㅋ 근친레즈물이야 ㅋㅋ 언니 네온(블랙 로벨리아)이 빌런이 된 이유는 좋아하는 남자애 소우마가 게이에 사쿠야랑 사귀느라 실연당해서 ㅋㅋ 근데 동생 시온(릴리) 는 사쿠야 짝사랑
17. 참나 ㅋㅋ 쥬쥬랑 마린은 자매 코스프레 하겠네 ㅋㅋㅋㅋㅋ 쥬쥬는 얼굴 믿고 대충 코스하는 줄 알았던 마린이 코스와 덕질에 진심인거 보고 인정 ㅋㅋㅋ
(에피소드 7)
18. ㅋㅋ 이 드라마 캐릭터 움직임도 좋고 사실적이고 묘사도 너무 극적이지않고 무엇보다 ㅋㅋㅋ 마린이 컬러렌즈 껴서 분홍 눈깔인거 재미나네 ㅋㅋㅋ 일본인이 아예 분홍 눈인건 이상하니까 ㅋㅋㅋ
19. 쥬쥬 동생 이누이 신쥬는 ㅋㅋㅋ 중학생인데 발육도 엄청나고 키도 커 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 사진 담당
(에피소드 8)
20. 홧김에 바다에 데려간 마린 그리고 바다에 처음 와본 와카나 그는 갇혀있던 인형의 세계 바깥을 배우고 더 많은 영감을 얻는다
(에피소드 9)
21. 마린의 손톱 연장도 뭔가 현실감 있어서 좋다 ㅋㅋ 뭔가 만화같은데 또 어떤 부분들은 현실같고 ㅋㅋ 너무 기뻐서 고마워서 막 때리는거 너무 ㅋㅋ 웃겨 ㅋㅋㅋ
22. 참나 ㅋㅋ 여학교만 쭈욱 다녔던 쥬쥬는 고맙다며 손잡은 와카나가 처음 남자랑 터치한거여서 기절 ㅋㅋㅋㅋ 참나 ㅋㅋㅋ
23. 쥬쥬의 동생도 사실 코스프레 하고싶었어 ㅋㅋ 근데 수줍음이 많고 언니가 진지하게 생각하는거니까 망쳐서 미움받을까봐 숨기고있었는데 그걸 와카나가 알아채고 도와줌 ㅋㅋㅋ 남장하고 소우마 ㅋㅋㅋ 소우마가 그 <열!> 의 주인공 프린세스 미라이의 친오빠라고 ㅋㅋ 그 모습이 제 언니 같아서 좋다고 ㅋㅋㅋ 소우마랑 사쿠야보고 자기 교복이랑 비슷하다 했던게 복선이네 ㅋㅋ 그리고 중학생 신쥬는 벌써 173cm ㅋㅋㅋ
24. 아니 진짜 벌써 여자 셋 ㅋㅋ 하렘이라고 ㅋㅋ 이제 끝인가? <이두나!> 도 두나, 이라, 진주 세명으로 하렘이었으니까 ㅋㅋㅋ
(에피소드 10)
25. 참나 ㅋㅋㅋ 쥬쥬는 신쥬를 돌봐준 와카라에게 반해버림
26. ""행동력!"" ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 진짜 매력적이네 마린
(에피소드 11)
27. 이번에는 일상계 만화의 서큐버스를 하고싶다는 마린 ㅋㅋ 근데 ""일상계"" 라는 말이 있구나 아예 ㅋㅋ <일상> 은 그걸 노린 만화였겠구만
28. 마린 때문에 러브호텔에서 촬영을 하고 ㅋㅋㅋ 둘다 흥분해서 일 칠 뻔 ㅋㅋ
(에피소드 12)
29. ""Be myself"" 오스트 이 부분 좋네
30. 잠든 와카나에게 마린이 고백매력적인 캐릭터들, 재밌다럽코물 남주 여주 중 최고 아닐까엄청 재밌진 않고 볼만은함 분위기랑 캐릭터들이 매력있음ㅁ오타쿠를 노리는 야한 연출이 너무 많이 나오는건 사실인데 마린이 귀엽긴하다ㅜㅜ러브 코미디 만화로 코미디 요소로 재미있지만 노출이나 수위가 높다등장 인물의 선택적 눈치와 노골적인 성적 어필이 보기 힘들지만, 캐릭터 디자인만은 뛰어나다."
너에게 닿기를 2기,"❝ 연애에서 중요한 건 타이밍이야. ❞

연애가 막 시작될 때의
설렘과 미묘한 긴장감을
잘 표현한 순정 만화.

오해가 오해를 낳는
답답한 전개가 이어졌지만,

어려움을 이겨내고
소중한 사람에게 마음을 전한
사와코가 기특하게 느껴졌다.

등장인물 한 명 한 명
개성이 뚜렷해서,

선의는 선의로
되돌아온다는 것을
깨닫게 해줘서 좋았던,

<너에게 닿기를 2기>였다.

君に届け 2ND SEASON〡𝗙𝗿𝗼𝗺 𝗠𝗲 𝘁𝗼 𝗬𝗼𝘂 𝗦𝗲𝗮𝘀𝗼𝗻 𝟮
🅞🅣🅣 NETFLIX / 𝟐𝟎𝟐𝟒. 𝟏𝟐. 𝟏𝟗유일하게 악녀에게도 눈길이 갔던 만화. 악녀에 시점이면 다르지 않을까 재미있겠다고 생각했다약간 유치할 수 있지만 풋풋하고 달달한 로맨스 폭발이다.달다 달아...쿠루미쨩 개조아꽃을 쥔 손
 
너의 숨겨진 입술은
사랑을 말하였다
 
겉도는 꽃잎들
스치는 너의 숨
 
사랑을 간질이는 그 잔망함에
베여버린 시선
낱낱이 너에게 파묻힌 내 얼굴
 
감은 눈 아래
들켜버린 꽃 한송이
 
사랑이여라"
카구야 님은 고백받고 싶어? ~천재들의 연애 두뇌전~,카구야 님은 고백받고 싶어? ~천재들의 연애 두뇌전~ 더빙맨발의 미티어라이트작가의 최고 히트작 소수만 알던 작가에서 모두가 아는 작가가 되니 섭섭하지만 모두가 알아줘서 너무 좋다1기보다 아주 약간 아쉽지만 새로운 인물이 추가되어 더 이야기거리가 많아졌다.1기만큼 재밌게 봤음 2기라고 딱히 질이 떨어지지 않아서 좋음
자객 오육칠 2기,감성적이다. 중국칭구들이 만든 거라고 믿기 힘들 정도의 감성.그냥 보세요…..!.!.!.!.
자객 오육칠 3기,시즌3에도 여전히 감성을 아는 애니메이션. 하지만 마지막 에피소드만에만 전력을 다한단 느낌이 강하며 중간의 모든 에피소드들은 전개에 불필요하다고 느낄 정도의 수준.
카드캡터 체리 3기 - 사쿠라 카드,
알라딘,"알라딘이야기는 말해뭐해 애니메이션만의 특별한 영상미가 눈과 마음을 사로잡았다어릴 때는 해피엔딩을 보장받는다는 기쁨과 안도감이 얼마나 큰 가치인지 깨닫지 못했다. 이러한 디즈니의 배려가 너무 고맙게 느껴지는 요즘.모든 캐릭터들이 각자 빛나는 개성으로 생생하게 살아있다. 특히 지니는 디즈니 애니메이션 전체와 비교해도 단연 돋보인다.
가난한 남주인공이 마법요정의 도움으로 공주와 결혼하는 이야기는 <신데렐라>의 성별반전처럼 느껴지기도 한다.왕이 솔직히 너무 무지하긴 해서 자파가 안쓰러울 때도 있긴 했다.쟈파의 아우라가 실사까지 왔어야 하는데 ㅠ 쟈스민과 더불어 제일 매력적이었다 쟈파~92년작 알라딘 애니메이션 영화 원작의 앞부분에서 유의사항 문구가 나온다

특정 인물이나 문화에 대한 부정적 묘사, 부적절한 대우
콘텐츠를 제외하기 보다, 그러한 콘텐츠가 사회에 미친 해로운 영향을 인정하고,
그로부터 배우며 건설적 대화를 나누어 보다 포용적 미래를 함께 만들자

92년작 알라딘을 보았을때 30년이 넘게 지난 지금 보아도 촌스럽지 않고 잘 만들었다는 생각을 했고, 오늘날 유명한 알라딘 스코어 음악이 이미 92년작 알라딘에 수록되었음이 놀라웠다. 한편 위 유의사항 문구는 디즈니 스스로 92년작 알라딘에 올바르지 못한 부분이 있음을 인정하고 있는 것인데, 비평적 접근이 아니라 그냥 보면 사실 이 영화로 하여금 문제의식을 느끼긴 어려울 수 있다. 과연 어떤 점이 문제가 있다는 것일까?

자스민은 국법에 따라 왕자와 결혼해야하고 아버지 왕이 정해주는 짝과 결혼해야 한다. 당연히 시대극 콘텐츠인 경우 시대상을 재현하기 위해 이러한 설정을 배경으로 할 수는 있는데, 92년작 알라딘에서도 자스민이 아버지 뜻에 따르지 않고 자신이 진정 사랑하는 사람과 결혼한다는 내용은 동일하지만, 92년작에선 자스민이 결코 왕이 되지 못한다. 2019년작 알라딘 영화에선 자스민이 술탄(왕)이 된 후에 진정한 사랑 알라딘을 찾는다. 92년작 알라딘에선 지극히 성 고정관념이 깔려있음을 알 수 있다.아라비안 나이트 노래만 들어도!수다쟁이 매력쟁이 지니~로빈 윌리엄스가 선보이는 화려한 지니 쇼

좋았던 대사 ""Do you trust me?"""
사이다처럼 말이 톡톡 솟아올라,"‘ 산벚나무야, 니가 숨기고 있는 그 잎이 좋다 ‘하이쿠로만 전달할수 있는 감성이 있다 내 마음은 여러말로 전달할수 있을까 3줄이면 되겠지게으른 여름날, 자판기, 계피 맛 사이다!1. 극 중 여자 주인공인 '스마일(스기사키 하나 분)'이 언급하는 것과 같이, 본 작품은 전체적으로 귀여움이 가득한 영화다. 17살의 여름을 지나고 있는 두 주인공 '스마일'과 '체리(이치가와 소메고토 분)'도 귀엽고, 세상을 먼저 떠난 아내를 그리는 '후지야마 할아버지'를 포함해 주변 모든 인물들이 귀엽게 느껴진다. 이는 인물들의 모든 행동이 순수함을 담고 있기 때문인데, 이러한 순수함 덕분에 등장인물 자체만이 귀여운 것을 넘어 영화 전체의 분위기마저 귀엽고 순수하게 만들어낸다.



2. 본 작품 <사이다처럼 말이 톡톡 솟아올라>는 디지털 방식으로 만나게 된 주인공들이 아날로그 방식을 통해 사랑에 빠지는 이야기를 다루고 있다. '체리'와 '스마일'은 우연한 계기로 휴대폰이.....

(이하 생략)

- 넷플릭스 에서(220214, 1회차)톡톡 터지듯 터져나오는 감정들. 성장 서사, 추억과 사연이 담긴 레코드, 청춘 로맨스? 이 무지막지함을 당해낼 수 없었다;;; 솔직히 초반에는 너무 높은 채도도 적응이 안됐고 이야기들이 안 엮이는 느낌이었는데, 중반부부터 감겨들더니 후반부에는 푹 빠져버렸다..감각적인 사운드트랙을 각인시키는 우시오 켄스케란 킹메이커의 존재감.여름날의 꿈 장르가 점멸하면 끝과 시작이청량해 여름 느낌 뿜뿜쓰~"
자객 오육칠 1기,
"원룸, 햇볕 보통, 천사 딸림.","원룸, 햇볕 보통, 천사 딸림. 더빙오나의여신님이 생각나는 일상 힐링물.. 하렘류에 그림체도 몽글몽글해서 그냥저냥 쏘쏘.."
내 여자친구와 소꿉친구가 완전 수라장,내 여자친구와 소꿉친구가 완전 수라장 더빙버리기 아까운 음식물. 금방 상한다
오! 나의 여신님 2기 - 각자의 날개,오! 나의 여신님 2기 - 각자의 날개 더빙06년인데 시급이 1020엔이구나 존나부러워 ++++외전보세요 외전 이거지 이거지
마인드 게임,애니메이션의 극단적이면서도 황홀한 존재 표명.유아사 마사아키. 재패니메이션의 피카소.
명탐정 코난 19기,
명탐정코난 미공개X파일 3,일본의 특정 문화유산 나오는 에피소드들이 좀 이해하긴 어렵기 하지만 검은조직 관련 방영분은 재미있다
내일 세상의 종말이 올지라도,
아하렌 양은 알 수가 없어 season2,
신비아파트 고스트볼 ZERO : 두 번째 이야기,
초속 5센티미터,"마지막 장면의 여운이란..느리지만 그때 그 시절 추억을 떠올리며너무 현실적이라 감동도 재미도 결말도 별로인 내용에 비해 '초속 5센티미터'라는 제목과 영화의 분위기는 너무 아깝도록 완벽했다.짧은 호흡으로 단편영화 3개를 연달아 보는기분너와 나의 거리 5센티미터, 너와 나의 엇나가는 속도 초속 5센티미터사랑에 무슨 이유가 있겠는가, 사랑해서 미치도록 그리운데어릴적 순수했던 첫사랑내면의 감정을 속도와 시간으로 풀어낸 영화. 다소 많이 감상적이지만, 그래도 대사가 좋았음. '지금도 당신을 좋아합니다. 그런데 우리는 천 번도 넘게 문자를 주고받았지만 마음은이 점수는 오롯이 놀라운 영상미와 1부의 내용에 대한 것"
바다가 들린다,"대부분의 지브리 작품이 그러하듯이 극의 기승전결이 탄탄하고 역동적인 이야기보다는 그저 유유히 흐르는 분위기를 즐겨야 재미있는 애니메이션. 전체적으로 옛날시절 유행 같은 것이 잘 묻어 나와서 재미있더라. 특히 노스탤지아를 자극하는 사운드트랙이 마음에 든다. 싱그럽고 촉촉한 라운지 느낌의 시티 팝 같다고 해야 하려나. 그래도 등장인물들의 감정선이 흘러가는 건 개인적으로 딱히 이해가 안 가더라. 꼭 저렇게 미묘하게 연애해야 하나? 만약 로맨스가 저런 거라면 그냥 난 평생 솔로로 살 거다. 그냥 감정적인 무드에만 너무 집중하느라 스토리는 크게 신경 쓰지 않았다는 게 흠이긴 하다. 그래도 그냥 한번만 가볍게 보기엔 딱히 문제없음.

한줄평
- 지브리의 부드러움에 유행을 입어서 싱그럽다풋풋하고 서툰 청춘의 사랑이 파도친다몰카를 산다던지 갑분 싸대기&펀치라던지.. 불쑥불쑥 튀어나오는 물음표 어택들은 십대들의 어리숙한 감정들로 용인을 하고 봐야지 이 애니메이션을 그래도 가볍고 재밌게 느낄 수 있었다.

이 영화는 로맨스보다는 어릴적 향수와 추억을 상기하는 우정과 청춘에 포커스가 맞혀져 있어보였다.

전체적으로 ""그땐그랬지..""라고 감독이 말하고 싶어 하는 듯한 느낌.. 그렇게 본다면 아까 말했던 '뜬금어택들'은 갸우뚱하다가도 이해가 되기도 한다.

그리고 주인공의 태도가 굉장히 이성적이여서 그것도 새로웠다. 여주는 첨부터 끝까지 ""공감 좀 해줘!""하며 오지게 튀어댕기는데 이악물고 쌩까는 남주! 오히려 그래서 뭔가 캐미가 느껴짐ㅎ

싸대기 맞교환이랑 다구리 직관은 어릴 때라 그렇다쳐도 오사카성 보면서 추억 떠올릴 때는 왜 전기세 걱정해ㅋㅋ큐ㅠ

결과적으로는
미니멀해진 지브리의 작화로 '성숙과 미숙'이라는 동심 넘어의 것을 담아 내었다는 것이 재밌었고, 사운드 트랙의 관악기 소리들이 주는 감정선들이 매우 잘 어울리고 제목과 같이 바다가 들리는 기분이라 흥미로웠음!버블시기 낙천적이고 부유한 일본이 느껴진다. 스프라이트 캔, 광고판들, 알록달록한 파스텔톤 옷차림, 고집스레 챙겨신는 로퍼, 프레피룩 혹은 아이비리그룩... 수학여행이 축소됐다고 교무실에 항의하러 가는 장면은 꽤나 태평하다. 수학여행을 위해 아르바이트를 하는데, 수학여행 장소가 하와이. 친구가 부른다고 설거지 아르바이트를 걷어차고 나오는 패기도 그렇고. 갑자기 비행기로 도쿄에 가는 것도 무슨 고속버스 타고 서울 가는 정도로 그려진다.

재밌는 점은 그럼에도 주 배경이 낙후된 시골이라는 것. 여주의 도쿄집도 사치스럽지만 바닷가에 있는 남주의 집도 세련됐다. 그곳의 공기마저 느껴지는 듯한 수채화풍 배경의 공통점 때문일까. 도시와 시골이 하나의 공간처럼 느껴졌다.
시티팝 감수성 그 자체인 듯한 그 시대의 하이틴 애니메이션. 애니메이션이면서도 시대를 포착해낸 기록물처럼 느껴져 감탄했다.기억은 바다처럼, 추억은 파도처럼시원한 아련함두께가 얇은 무라카미 하루키 책을 읽는 느낌지브리 감성 보다는 신카이 마코토 감성에 가까운"
